run_id,initialization,replicate_id,model_pool,base_run_id,base_trained_task_count,seed,task,target_family,shots,evaluation_split,examples,supervised_tokens,loss,token_accuracy,sequence_accuracy,zero_shot_loss,zero_shot_token_accuracy,zero_shot_sequence_accuracy,loss_improvement_from_zero_shot,token_accuracy_improvement_from_zero_shot,sequence_accuracy_improvement_from_zero_shot,loss_improvement_over_random,token_accuracy_improvement_over_random,sequence_accuracy_improvement_over_random,checkpoint_sha256,fewshot_config_sha256,support_artifact_sha256,test_manifest_sha256,test_source_shard_sha256,evaluator_commit
pretrained-property-a-transformer-tasks08-seed42-right_to_left_maxima,pretrained,r1,a,property-a-transformer-tasks08-seed42,8,42,right_to_left_maxima,positional,20,property_source_shard_199,2500,5000,1.3605040802955628,0.6306,0.2612,1.5076131759643554,0.5958,0.1916,0.1471090956687926,0.03480000000000005,0.0696,1.1023752104759215,0.006400000000000072,0.012799999999999978,21de567c2ebac875a761f68449f8dd50c54285760966b4b0e5cbdbc1c15b89c0,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-a-transformer-tasks08-seed42-two_cycle_count,pretrained,r1,a,property-a-transformer-tasks08-seed42,8,42,two_cycle_count,cycle,20,property_source_shard_199,2500,5000,0.5868503113746643,0.7382,0.4764,2.7720053897857664,0.5454,0.0908,2.185155078411102,0.19279999999999997,0.3856,0.7412352904319764,-0.025800000000000045,-0.051600000000000035,64887202cd30873ec43f7a32b8d708c1f8b3d4a4e64a4bb3b25cd6b4c3e8c6d2,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-a-transformer-tasks08-seed42-global_descents,pretrained,r1,a,property-a-transformer-tasks08-seed42,8,42,global_descents,global_run,20,property_source_shard_199,2500,5000,0.5893641061782837,0.7992,0.5984,3.4463617431640623,0.5406,0.0812,2.8569976369857786,0.25860000000000005,0.5172000000000001,0.14715506191253658,-0.07179999999999997,-0.1532,0939ea6a3d58f4ebba71744d7359a66e256962c7124f47c856b8553f52536a63,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-a-transformer-tasks16-seed42-adjacencies,pretrained,r1,a,property-a-transformer-tasks16-seed42,16,42,adjacencies,local,20,property_source_shard_199,2500,5000,0.9480171394348145,0.6558,0.3116,1.2966840072631836,0.619,0.238,0.3486668678283691,0.036800000000000055,0.0736,1.0571088676452636,-0.00019999999999997797,-0.0012000000000000344,f376be48f6c5f7779b335f4f049e12440dde1578e026d99f4b1309258f3e3c7b,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-a-transformer-tasks16-seed42-right_to_left_maxima,pretrained,r1,a,property-a-transformer-tasks16-seed42,16,42,right_to_left_maxima,positional,20,property_source_shard_199,2500,5000,1.03056806640625,0.6408,0.2816,1.2282663787841797,0.62,0.24,0.19769831237792967,0.02080000000000004,0.041600000000000026,1.4323112243652343,0.01660000000000006,0.03320000000000001,68d64f6b21e4eaa367dfc6dca740ec1f7609f1e27685b5cee1eee4d3c7f00942,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-a-transformer-tasks16-seed42-two_cycle_count,pretrained,r1,a,property-a-transformer-tasks16-seed42,16,42,two_cycle_count,cycle,20,property_source_shard_199,2500,5000,0.71461298828125,0.718,0.436,2.4364965713500975,0.537,0.074,1.7218835830688475,0.18099999999999994,0.362,0.6134726135253907,-0.04600000000000004,-0.09200000000000003,bd1df64ad9a907707beb879d87cc29f26c608be24b355c39c18a12dfa23bc981,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-a-transformer-tasks16-seed42-global_descents,pretrained,r1,a,property-a-transformer-tasks16-seed42,16,42,global_descents,global_run,20,property_source_shard_199,2500,5000,0.6402186698913575,0.8134,0.6268,3.0946787841796874,0.5314,0.0628,2.45446011428833,0.28200000000000003,0.5640000000000001,0.09630049819946285,-0.057599999999999985,-0.12480000000000002,6e4308276d5e2a521ede39ffc3a77ac1e43b6e3b153ddc0841f48e01a142aea3,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks01-seed42-peaks,pretrained,r1,b,property-b-transformer-tasks01-seed42,1,42,peaks,local,20,property_source_shard_199,2500,5000,2.3921897953033446,0.5462,0.1048,2.980421527862549,0.539,0.0904,0.5882317325592044,0.007199999999999984,0.01440000000000001,-0.5573013004302978,-0.10319999999999996,-0.194,efb008858a1900e5f64137a0631909b6fc64d4f2ec2abce5349e9908c5ca860b,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks01-seed42-left_to_right_minima,pretrained,r1,b,property-b-transformer-tasks01-seed42,1,42,left_to_right_minima,positional,20,property_source_shard_199,2500,5000,1.3276593301773072,0.6016,0.2032,1.6540430711746217,0.5734,0.1468,0.3263837409973145,0.028200000000000003,0.05639999999999998,0.7184450826644897,-0.02639999999999998,-0.052800000000000014,bcef866c3e2766fea01949ca040d6fd8ef1dfc4815ec7732bac504b1b1a0c9c6,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks01-seed42-even_cycle_count,pretrained,r1,b,property-b-transformer-tasks01-seed42,1,42,even_cycle_count,cycle,20,property_source_shard_199,2500,5000,1.0605324122428894,0.6672,0.3344,1.4432225264549254,0.6576,0.3152,0.382690114212036,0.009600000000000053,0.019199999999999995,0.8108571385383605,0.0026000000000000467,0.005199999999999982,6c676ab4e367e1bd1a11728ef3970c7940548417122a26064a72c03ac3719459,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks01-seed42-longest_increasing_run,pretrained,r1,b,property-b-transformer-tasks01-seed42,1,42,longest_increasing_run,global_run,20,property_source_shard_199,2500,5000,0.9351069869995117,0.6914,0.3828,1.548802906036377,0.5536,0.1072,0.6136959190368654,0.13780000000000003,0.27559999999999996,0.6692114028930665,0.0050000000000000044,0.009999999999999953,6bded0db8d513181c87f57a7dff3ad029defd75acc35e3d4f7f9bcaf76182f96,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks02-seed42-peaks,pretrained,r1,b,property-b-transformer-tasks02-seed42,2,42,peaks,local,20,property_source_shard_199,2500,5000,3.6456598236083986,0.5816,0.1632,4.729479050445557,0.5604,0.122,1.083819226837158,0.021199999999999997,0.041200000000000014,-1.8107713287353517,-0.06779999999999997,-0.1356,6765e3b57881d592a0e67fbe7ea298babc64f8ab050fc325afa58b50e7380fa5,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks02-seed42-left_to_right_minima,pretrained,r1,b,property-b-transformer-tasks02-seed42,2,42,left_to_right_minima,positional,20,property_source_shard_199,2500,5000,2.8982572631835937,0.6388,0.282,3.288260624885559,0.6382,0.2784,0.39000336170196537,0.0006000000000000449,0.003599999999999992,-0.8521528503417968,0.010800000000000032,0.025999999999999968,9791bab0b704d99e78f743ec6a2818c619665bf541e9115af78ad3e58a150264,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks02-seed42-even_cycle_count,pretrained,r1,b,property-b-transformer-tasks02-seed42,2,42,even_cycle_count,cycle,20,property_source_shard_199,2500,5000,1.9530193561553955,0.6174,0.2348,4.274122419738769,0.573,0.1504,2.321103063583374,0.044399999999999995,0.0844,-0.08162980537414555,-0.04720000000000002,-0.09439999999999998,a3780711475ba184194a049add6b09bdf772d1e4128230b9fef8b90f6f32f676,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks02-seed42-longest_increasing_run,pretrained,r1,b,property-b-transformer-tasks02-seed42,2,42,longest_increasing_run,global_run,20,property_source_shard_199,2500,5000,2.277231846380234,0.6388,0.2828,3.3038450380325317,0.6288,0.2588,1.0266131916522978,0.010000000000000009,0.02400000000000002,-0.6729134564876558,-0.047599999999999976,-0.09000000000000002,6d964339815b05c3b25e971408e8f220e00634fa19eefadf5e1a6c64f75e5811,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks04-seed42-peaks,pretrained,r1,b,property-b-transformer-tasks04-seed42,4,42,peaks,local,20,property_source_shard_199,2500,5000,2.5927233352661134,0.5498,0.0996,3.644178610229492,0.54,0.08,1.0514552749633785,0.00979999999999992,0.019599999999999992,-0.7578348403930666,-0.09960000000000002,-0.19920000000000002,dd29a48c0174be3581259e82d52aef7cc4954bf26ab5b7cf1bd987d6dc09f19c,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks04-seed42-left_to_right_minima,pretrained,r1,b,property-b-transformer-tasks04-seed42,4,42,left_to_right_minima,positional,20,property_source_shard_199,2500,5000,1.4311383888244629,0.6212,0.2424,2.4896679107666015,0.5774,0.1548,1.0585295219421387,0.04379999999999995,0.08760000000000001,0.614966024017334,-0.006800000000000028,-0.013600000000000001,86cc40ea1f20a845c8679d3f2c2791ef099d657751ecb9e636e69933491fa06d,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks04-seed42-even_cycle_count,pretrained,r1,b,property-b-transformer-tasks04-seed42,4,42,even_cycle_count,cycle,20,property_source_shard_199,2500,5000,1.2110023094177247,0.6692,0.3384,1.4963488388061523,0.6302,0.2604,0.28534652938842764,0.039000000000000035,0.07799999999999996,0.6603872413635252,0.0046000000000000485,0.009199999999999986,b95f327d36e5f73e7f71f4f6479b507e9735a56547e31e09acc1a6ecb7955c97,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks04-seed42-longest_increasing_run,pretrained,r1,b,property-b-transformer-tasks04-seed42,4,42,longest_increasing_run,global_run,20,property_source_shard_199,2500,5000,1.2282161400318146,0.6748,0.3496,2.382628094482422,0.5734,0.1468,1.1544119544506073,0.10139999999999993,0.2028,0.37610224986076357,-0.011600000000000055,-0.0232,4dfbdd4babb46e3a6833867fbfafe622e9194cefb1a4d4d7276711acf9193fba,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks08-seed42-peaks,pretrained,r1,b,property-b-transformer-tasks08-seed42,8,42,peaks,local,20,property_source_shard_199,2500,5000,1.5819882345199585,0.6254,0.2508,2.8374876651763916,0.564,0.128,1.255499430656433,0.06140000000000001,0.12280000000000002,0.2529002603530883,-0.02400000000000002,-0.04799999999999999,b26c4e3eccdfe4b6b6139237fa0f552601d6371b28ee8888e15e5694266a3046,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks08-seed42-left_to_right_minima,pretrained,r1,b,property-b-transformer-tasks08-seed42,8,42,left_to_right_minima,positional,20,property_source_shard_199,2500,5000,1.3989010887145996,0.6618,0.3236,1.765666032409668,0.6484,0.2968,0.3667649436950684,0.013400000000000079,0.02679999999999999,0.6472033241271973,0.03380000000000005,0.0676,dcf43a2cf9a38d1a728c253de0966a965357808000310476b4d70b87091385f0,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks08-seed42-even_cycle_count,pretrained,r1,b,property-b-transformer-tasks08-seed42,8,42,even_cycle_count,cycle,20,property_source_shard_199,2500,5000,1.0404669235229491,0.6598,0.3196,2.9823558197021485,0.5674,0.1348,1.9418888961791994,0.09240000000000004,0.1848,0.8309226272583008,-0.0047999999999999154,-0.009599999999999997,2d64c3477c678f1d00c1c653ce960b1900eaea044dbd81525b64fce9d8f8cb0d,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks08-seed42-longest_increasing_run,pretrained,r1,b,property-b-transformer-tasks08-seed42,8,42,longest_increasing_run,global_run,20,property_source_shard_199,2500,5000,1.073064446258545,0.7022,0.4044,1.5812259216308593,0.6544,0.3088,0.5081614753723143,0.047800000000000065,0.09559999999999996,0.5312539436340331,0.015800000000000036,0.03159999999999996,cedc70d19a23bf9af4c10ae094001cd9c8bae6c877c826e11bdd672add3dc3ac,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks16-seed42-peaks,pretrained,r1,b,property-b-transformer-tasks16-seed42,16,42,peaks,local,20,property_source_shard_199,2500,5000,0.986943228149414,0.6478,0.2956,2.65879140625,0.5454,0.0908,1.671848178100586,0.10240000000000005,0.20479999999999998,0.8479452667236328,-0.0015999999999999348,-0.003200000000000036,d06c54dcef6668a2e03a9c01f2891be7da2a321c638628719189abc59452c66a,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks16-seed42-left_to_right_minima,pretrained,r1,b,property-b-transformer-tasks16-seed42,16,42,left_to_right_minima,positional,20,property_source_shard_199,2500,5000,1.019074169921875,0.6448,0.2896,1.7905258773803712,0.5332,0.0664,0.7714517074584961,0.11160000000000003,0.2232,1.0270302429199218,0.016800000000000037,0.03360000000000002,7aebcdb84492cc7eaf3ea10019f243aa0e74807195a406cfa0ab1569bcbe3e87,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks16-seed42-even_cycle_count,pretrained,r1,b,property-b-transformer-tasks16-seed42,16,42,even_cycle_count,cycle,20,property_source_shard_199,2500,5000,0.901340705871582,0.6258,0.2516,0.8169866157531738,0.6274,0.2548,-0.08435409011840822,-0.0015999999999999348,-0.003200000000000036,0.9700488449096679,-0.038799999999999946,-0.0776,f11ba692db5b4e677dd9036769548ec12c33b4a1b6db68fd9cc5ebaa3c65361c,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-b-transformer-tasks16-seed42-longest_increasing_run,pretrained,r1,b,property-b-transformer-tasks16-seed42,16,42,longest_increasing_run,global_run,20,property_source_shard_199,2500,5000,0.7827137237548828,0.7226,0.4452,1.7649184036254884,0.5178,0.0356,0.9822046798706056,0.20479999999999998,0.40959999999999996,0.8216046661376953,0.03620000000000001,0.07239999999999996,79b5677ac7e13056b290f1ca19a950fcb4ac3fdb4fa7dbf3d20638b65c483edf,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-a-transformer-tasks01-seed101-descents,pretrained,r2,a,property-a-transformer-tasks01-seed101,1,101,descents,local,20,property_source_shard_199,2500,5000,6.460926579284668,0.4206,0.0344,8.042996339416504,0.3112,0.0344,1.5820697601318363,0.1094,0.0,-4.000234074401856,-0.19479999999999997,-0.21600000000000003,d7924cdfd7721cba07c6b3ff61a00bf5e30ca0a58022f9bc9ed713769fb77989,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-a-transformer-tasks01-seed101-left_to_right_maxima,pretrained,r2,a,property-a-transformer-tasks01-seed101,1,101,left_to_right_maxima,positional,20,property_source_shard_199,2500,5000,2.364003832626343,0.5346,0.0736,3.5526702976226807,0.5264,0.0572,1.1886664649963379,0.008199999999999985,0.016399999999999998,-0.16673761558532707,-0.10060000000000002,-0.19679999999999997,ea35cee625762eaa9ef408808e5d1936810f6ab5519998db9bcc8af022c1b559,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-a-transformer-tasks01-seed101-three_cycle_count,pretrained,r2,a,property-a-transformer-tasks01-seed101,1,101,three_cycle_count,cycle,20,property_source_shard_199,2500,5000,1.5214980575561523,0.7456,0.4912,1.997446090698242,0.7452,0.4904,0.4759480331420898,0.00040000000000006697,0.0008000000000000229,-0.43125474090576166,-0.09599999999999997,-0.194,6209638d0ea5923d809cd6cbbde1920ab1a3e226e3f7dd7a8a30aeca16c7bfec,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-a-transformer-tasks01-seed101-lis_length,pretrained,r2,a,property-a-transformer-tasks01-seed101,1,101,lis_length,global_run,20,property_source_shard_199,2500,5000,4.771027641296387,0.4934,0.0036,5.80061050567627,0.4554,0.0032,1.0295828643798828,0.03799999999999998,0.00039999999999999975,-3.060149546813965,-0.1478,-0.2788,744b99e0ced6b7737388cc57e85dac2764c7ab5ef4b49d69b0f8188fd7ce312d,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
pretrained-property-a-transformer-tasks02-seed101-descents,pretrained,r2,a,property-a-transformer-tasks02-seed101,2,101,descents,local,20,property_source_shard_199,2500,5000,3.6477910888671876,0.6598,0.3196,3.8979920471191405,0.656,0.312,0.2502009582519529,0.0038000000000000256,0.007599999999999996,-1.1870985839843753,0.044400000000000106,0.06919999999999998,bc60e2e2c04d0e83aaa524a569acb76c9c2b7567d75a78f1a28dd4a8b2d54cf2,764c23fbcb553a3b809181e86d6aa3df0813c84df968990c56a73cd794f55882,dbda450579b8c70a4b4ee3ae012117c710a3c973008ac0ee9b44a5501aaac5dc,257ff2ea900b90cd6f1edf3c9f0fcea5d2891c746c94440d744f6968dd817979,52a544f29742e08ab83038c7611ba7f6356f8a9b6e6e34a88b0d1e1ff762f8ee,f0cab1230496b6acde20f9e329455b99f07f82f0
