model_kind,replicate_id,pool,run_id,model_seed,trained_task_count,task_status,layer,probe_task_count,length_conditioned_r2,pearson_r,normalized_rmse,exact_accuracy,length_mode_baseline_accuracy,exact_accuracy_minus_baseline
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,opposite_pool,block_04,16,0.28545413016139154,0.5034845817039567,0.8495511103635718,0.4890594482421875,0.4301300048828125,0.058929443359375
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,opposite_pool,embedding,16,1.3877787807814457e-17,0.0002708031084816085,1.0166853004273695,0.384796142578125,0.4301300048828125,-0.0453338623046875
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,opposite_pool,final_norm,16,0.28145604952325604,0.5018895941569192,0.8527354791670887,0.48681640625,0.4301300048828125,0.0566864013671875
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,same_pool_untrained,block_01,12,0.19230328166748042,0.40519296146890893,0.9244429667722117,0.4711710611979167,0.4355875651041667,0.03558349609375
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,same_pool_untrained,block_02,12,0.24230496311295857,0.46030737781358316,0.8940961028340632,0.48541259765625,0.4355875651041667,0.049825032552083336
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,same_pool_untrained,block_03,12,0.2626777083920128,0.4805322720568305,0.8808274480928532,0.4906005859375,0.4355875651041667,0.055013020833333336
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,same_pool_untrained,block_04,12,0.27514352983630114,0.493058881603051,0.8731147590047265,0.4964192708333333,0.4355875651041667,0.060831705729166664
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,same_pool_untrained,embedding,12,0.0,-0.002553549148600086,1.033189647394026,0.4038492838541667,0.4355875651041667,-0.03173828125
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,same_pool_untrained,final_norm,12,0.2721709038797256,0.49096652224588294,0.8752549799623196,0.4945068359375,0.4355875651041667,0.058919270833333336
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,trained,block_01,4,0.391037628428435,0.6002428830531031,0.792185838083264,0.50799560546875,0.353271484375,0.15472412109375
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,trained,block_02,4,0.5178467715844924,0.707632243838825,0.699429486167119,0.564697265625,0.353271484375,0.21142578125
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,trained,block_03,4,0.5630202781636424,0.7398869746857899,0.6599937472349411,0.586669921875,0.353271484375,0.2333984375
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,trained,block_04,4,0.6016215029378142,0.7661143850040485,0.6210821863946583,0.61297607421875,0.353271484375,0.25970458984375
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,trained,embedding,4,0.0,0.002009481927516992,1.0347514907914372,0.34857177734375,0.353271484375,-0.00469970703125
trained,r0,a,property-a-transformer-tasks04-seed17,17,4,trained,final_norm,4,0.5951501329384529,0.7616859301115281,0.6275863165271065,0.60968017578125,0.353271484375,0.25640869140625
