model_kind,run_id,architecture,condition,model_seed,trained_tasks,probe_task,probe_task_family,layer,selected_ridge_alpha,tuning_length_conditioned_r2,probe_train_examples,probe_tune_examples,probe_test_examples,length_conditioned_r2,pearson_r,normalized_rmse,exact_accuracy,length_mode_baseline_accuracy,exact_accuracy_minus_baseline
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,longest_cycle,cycle,block_03,0.001,0.12694173881729642,6144,2048,8192,0.12702013093500564,0.3579780596895466,0.9365659161892644,0.1971435546875,0.1644287109375,0.03271484375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,shortest_cycle,cycle,block_03,0.001,0.168221485736482,6144,2048,8192,0.1482431062893831,0.38547117089926,0.926657658789228,0.232666015625,0.6358642578125,-0.4031982421875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,nontrivial_cycle_count,cycle,block_03,0.001,0.10353015029949075,6144,2048,8192,0.11550205107777667,0.3403694760778767,0.9543476077477125,0.4678955078125,0.4312744140625,0.03662109375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,lis_length,global_run,block_03,0.0001,0.7360864982068689,6144,2048,8192,0.7457757172790067,0.8636175448642687,0.5156416594794003,0.6146240234375,0.39697265625,0.2176513671875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,lds_length,global_run,block_03,0.0001,0.7217703270267639,6144,2048,8192,0.7180284947102809,0.847449292712916,0.5507175812049635,0.6114501953125,0.396484375,0.2149658203125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,longest_increasing_run,global_run,block_03,0.0001,0.49733414502375417,6144,2048,8192,0.5295415863530843,0.7286981255018521,0.7326678099277275,0.55078125,0.5040283203125,0.0467529296875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,longest_decreasing_run,global_run,block_03,0.0001,0.38598424255359565,6144,2048,8192,0.45454237139329345,0.6766514491354315,0.8141328731808297,0.5458984375,0.5018310546875,0.0440673828125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,global_descents,global_run,block_03,1e-06,0.3707562655867018,6144,2048,8192,0.4693267208300429,0.6893012087700997,0.9058374223808485,0.8670654296875,0.8125,0.0545654296875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,components,global_run,block_03,1e-06,0.4964225324462975,6144,2048,8192,0.5662644746344898,0.7560255104246929,0.8178487161097888,0.8890380859375,0.804931640625,0.0841064453125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,max_displacement,global_run,block_03,1e-05,0.7298206111707255,6144,2048,8192,0.7266248042631742,0.852393589362797,0.5338557602143545,0.5023193359375,0.2574462890625,0.244873046875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,displacement_one_count,global_run,block_03,0.0001,0.3347010354064215,6144,2048,8192,0.3409645419024939,0.5850080373377002,0.8036486935231755,0.3985595703125,0.3072509765625,0.09130859375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,descents,local,block_04,1e-05,0.4745151883140274,6144,2048,8192,0.4921608968508332,0.7019148644600424,0.7276190467697706,0.4666748046875,0.3338623046875,0.1328125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,recoils,local,block_04,0.0001,0.42714800710418976,6144,2048,8192,0.4542240435413216,0.6739645527306456,0.7474296161478547,0.451904296875,0.33642578125,0.115478515625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,peaks,local,block_04,0.0001,0.21151719385075984,6144,2048,8192,0.22342911753270767,0.47353916935610973,0.8699541354596997,0.5072021484375,0.4635009765625,0.043701171875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,valleys,local,block_04,0.0001,0.2093862394874415,6144,2048,8192,0.21830313464345186,0.46756961688502985,0.8776357050047647,0.490478515625,0.45556640625,0.034912109375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,double_ascents,local,block_04,1e-06,0.36927033699057,6144,2048,8192,0.38984565510664804,0.6246443634649055,0.7912668334955381,0.396240234375,0.344482421875,0.0517578125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,double_descents,local,block_04,0.0001,0.33668487179590434,6144,2048,8192,0.356028422647616,0.5968169703307455,0.7994902681882173,0.409423828125,0.3399658203125,0.0694580078125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,successions,local,block_04,0.0001,0.3824714541400188,6144,2048,8192,0.4258371879136704,0.653868018024422,0.8090349868416338,0.445556640625,0.398681640625,0.046875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,adjacencies,local,block_04,0.0001,0.33146812001016623,6144,2048,8192,0.38156774604057386,0.6182632216888686,0.8216341059502386,0.369384765625,0.329345703125,0.0400390625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,fixed_points,positional,block_04,0.0001,0.5391653693985238,6144,2048,8192,0.516176443884937,0.718562320291937,0.7042994514473538,0.54248046875,0.369873046875,0.172607421875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,anti_fixed_points,positional,block_04,0.0001,0.27628037389480264,6144,2048,8192,0.2664085096964981,0.5165405812375897,0.8544378561825101,0.444580078125,0.37939453125,0.065185546875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,exceedances,positional,block_04,0.0001,0.6510959391271621,6144,2048,8192,0.65668884011323,0.810447434099459,0.5840195342707493,0.55322265625,0.3426513671875,0.2105712890625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,deficiencies,positional,block_04,0.0001,0.6571528530038965,6144,2048,8192,0.6636960591478722,0.8145239904318023,0.5809821832762332,0.55908203125,0.34033203125,0.21875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,left_to_right_maxima,positional,block_04,1e-05,0.659082981078428,6144,2048,8192,0.660547703458983,0.8125508198681086,0.5962069897291822,0.521728515625,0.3026123046875,0.2191162109375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,left_to_right_minima,positional,block_04,0.0001,0.7491909560722558,6144,2048,8192,0.745786924704781,0.8636863632809441,0.4970319130640899,0.5906982421875,0.307373046875,0.2833251953125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,right_to_left_maxima,positional,block_04,1e-05,0.6150483550370074,6144,2048,8192,0.6163632707349125,0.7850925102613601,0.6380028872792688,0.4786376953125,0.3045654296875,0.174072265625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,right_to_left_minima,positional,block_04,0.0001,0.7533728791120788,6144,2048,8192,0.7518953566175111,0.8672777929607369,0.5118870218067714,0.539794921875,0.2933349609375,0.2464599609375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,cycle_count,cycle,block_04,0.0001,0.3680500288429752,6144,2048,8192,0.3277084313913854,0.5746017529883607,0.8172874857452437,0.4051513671875,0.3079833984375,0.09716796875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,two_cycle_count,cycle,block_04,0.001,0.11367623193284304,6144,2048,8192,0.10872947324274296,0.3302368214838108,0.9536726866664167,0.5279541015625,0.6026611328125,-0.07470703125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,three_cycle_count,cycle,block_04,0.01,0.03048578135490987,6144,2048,8192,0.034540262732669524,0.18615728847014537,0.9828961309125411,0.7325439453125,0.7235107421875,0.009033203125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,even_cycle_count,cycle,block_04,0.001,0.08164544095511284,6144,2048,8192,0.09371234372716386,0.30652136075989034,0.9626066500377326,0.4342041015625,0.40771484375,0.0264892578125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,odd_cycle_count,cycle,block_04,0.0001,0.3835060670776097,6144,2048,8192,0.36648783254679984,0.6061400840049408,0.7902671253966107,0.41162109375,0.5802001953125,-0.1685791015625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,longest_cycle,cycle,block_04,0.001,0.13468811348823684,6144,2048,8192,0.1282820687691304,0.35973312640972144,0.9358887439915887,0.1939697265625,0.1644287109375,0.029541015625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,shortest_cycle,cycle,block_04,0.001,0.18236132769789182,6144,2048,8192,0.1691190058529657,0.41124817682044096,0.9152313826210654,0.2425537109375,0.6358642578125,-0.393310546875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,nontrivial_cycle_count,cycle,block_04,0.001,0.10828832329351878,6144,2048,8192,0.11424185679850662,0.33824424190007685,0.9550272222829576,0.472412109375,0.4312744140625,0.0411376953125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,lis_length,global_run,block_04,1e-05,0.7296067148984609,6144,2048,8192,0.7370118283356455,0.8585357016616543,0.5244542268669797,0.6124267578125,0.39697265625,0.2154541015625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,lds_length,global_run,block_04,0.0001,0.7115665611199411,6144,2048,8192,0.7082917284940466,0.8417844116066002,0.5601453070318766,0.610595703125,0.396484375,0.214111328125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,longest_increasing_run,global_run,block_04,1e-05,0.48838489725989365,6144,2048,8192,0.5035742117890833,0.7101208116804983,0.7526163662144767,0.537841796875,0.5040283203125,0.0338134765625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,longest_decreasing_run,global_run,block_04,0.0001,0.3763934059708096,6144,2048,8192,0.4390275288928175,0.6653590998606599,0.8256301725188285,0.5455322265625,0.5018310546875,0.043701171875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,global_descents,global_run,block_04,1e-06,0.34115068022646367,6144,2048,8192,0.4391829419357627,0.6666625043200717,0.9312091952556742,0.8531494140625,0.8125,0.0406494140625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,components,global_run,block_04,1e-06,0.4740730917528223,6144,2048,8192,0.5535270019509042,0.7480067732068999,0.8297706670645145,0.8883056640625,0.804931640625,0.0833740234375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,max_displacement,global_run,block_04,0.0001,0.6976940218872811,6144,2048,8192,0.7001368031835709,0.8369586583704864,0.5591212042716178,0.4923095703125,0.2574462890625,0.23486328125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,displacement_one_count,global_run,block_04,0.0001,0.3400515161565477,6144,2048,8192,0.33544855510484384,0.581276567181394,0.8070048699658119,0.40185546875,0.3072509765625,0.0946044921875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,descents,local,final_norm,1e-05,0.46663635033613515,6144,2048,8192,0.48118539830596996,0.6941291736290237,0.7354397258281167,0.4632568359375,0.3338623046875,0.12939453125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,recoils,local,final_norm,0.0001,0.41515188525073077,6144,2048,8192,0.4436018052221318,0.6660309823047628,0.7546680411243155,0.45068359375,0.33642578125,0.1142578125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,peaks,local,final_norm,0.0001,0.20266257723538683,6144,2048,8192,0.2112621286752172,0.46145822308737694,0.8767426881172583,0.50830078125,0.4635009765625,0.0447998046875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,valleys,local,final_norm,0.0001,0.20380486073300186,6144,2048,8192,0.21406626684319685,0.4630435719743204,0.8800109233790776,0.4927978515625,0.45556640625,0.0372314453125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,double_ascents,local,final_norm,1e-05,0.35812635259494774,6144,2048,8192,0.3804809903200296,0.6172335075548799,0.7973159035463715,0.395751953125,0.344482421875,0.05126953125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,double_descents,local,final_norm,0.001,0.3329207186719485,6144,2048,8192,0.33799505626001114,0.5816284773678478,0.8106071837621195,0.4052734375,0.3399658203125,0.0653076171875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,successions,local,final_norm,0.0001,0.3639654334111897,6144,2048,8192,0.4129776259166066,0.6434753382983623,0.8180448224437596,0.4403076171875,0.398681640625,0.0416259765625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,adjacencies,local,final_norm,0.0001,0.317095714667894,6144,2048,8192,0.3622863114209419,0.6021861908814293,0.8343442209688938,0.36474609375,0.329345703125,0.035400390625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,fixed_points,positional,final_norm,1e-05,0.5273616559858219,6144,2048,8192,0.49536842935353764,0.7046189063143565,0.7192850837428134,0.5352783203125,0.369873046875,0.1654052734375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,anti_fixed_points,positional,final_norm,0.0001,0.26639199921440737,6144,2048,8192,0.264816010737151,0.5148871104674663,0.8553647710659246,0.44677734375,0.37939453125,0.0673828125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,exceedances,positional,final_norm,0.0001,0.6354965155550067,6144,2048,8192,0.644441252743682,0.8028698470164656,0.5943456613576046,0.5526123046875,0.3426513671875,0.2099609375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,deficiencies,positional,final_norm,0.0001,0.6469960551907415,6144,2048,8192,0.6507463033826777,0.8065126126104674,0.5920622098424675,0.5594482421875,0.34033203125,0.2191162109375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,left_to_right_maxima,positional,final_norm,1e-05,0.6421949016763406,6144,2048,8192,0.6474741985186929,0.8044745542691523,0.6075795417141855,0.5169677734375,0.3026123046875,0.21435546875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,left_to_right_minima,positional,final_norm,0.0001,0.7462912361858629,6144,2048,8192,0.7421825071469224,0.8616189038707738,0.5005431503256519,0.583740234375,0.307373046875,0.2763671875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,right_to_left_maxima,positional,final_norm,1e-05,0.6065980304487302,6144,2048,8192,0.599625725811386,0.7743336346689955,0.6517719056468171,0.471435546875,0.3045654296875,0.1668701171875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,right_to_left_minima,positional,final_norm,1e-05,0.7350905073736558,6144,2048,8192,0.73221335687243,0.8558763374651964,0.531803422707477,0.5289306640625,0.2933349609375,0.235595703125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,cycle_count,cycle,final_norm,0.0001,0.363116806085931,6144,2048,8192,0.3187657246909684,0.5670276252627157,0.8227052374764084,0.40234375,0.3079833984375,0.0943603515625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,two_cycle_count,cycle,final_norm,0.001,0.11503326456364549,6144,2048,8192,0.10594653476362337,0.32621158026823255,0.9551604189633541,0.5284423828125,0.6026611328125,-0.07421875
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,three_cycle_count,cycle,final_norm,0.01,0.02975627000476555,6144,2048,8192,0.03297690671798792,0.18201973078535852,0.9836916042845808,0.7327880859375,0.7235107421875,0.00927734375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,even_cycle_count,cycle,final_norm,0.001,0.08268769405228626,6144,2048,8192,0.09238627894614104,0.3044209276366909,0.9633106275102873,0.4365234375,0.40771484375,0.02880859375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,odd_cycle_count,cycle,final_norm,0.0001,0.3746491781380459,6144,2048,8192,0.354187226176887,0.5962185823657021,0.7979023627824257,0.407958984375,0.5802001953125,-0.1722412109375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,longest_cycle,cycle,final_norm,0.001,0.1349195280482285,6144,2048,8192,0.12880916592340308,0.36030803196953753,0.9356057517130731,0.197021484375,0.1644287109375,0.0325927734375
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,shortest_cycle,cycle,final_norm,0.001,0.18027794499364325,6144,2048,8192,0.16621632278885679,0.4077345582510493,0.916828669395751,0.2410888671875,0.6358642578125,-0.394775390625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,nontrivial_cycle_count,cycle,final_norm,0.001,0.10949372352151199,6144,2048,8192,0.11387869517443716,0.33778502103815927,0.9552229832234291,0.471923828125,0.4312744140625,0.0406494140625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,lis_length,global_run,final_norm,1e-05,0.7145397982942646,6144,2048,8192,0.7231273282655971,0.850368502123326,0.5381204885930141,0.6065673828125,0.39697265625,0.2095947265625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,lds_length,global_run,final_norm,0.0001,0.6965314460865959,6144,2048,8192,0.6931456800791433,0.8327506173136815,0.5745031981319471,0.605712890625,0.396484375,0.209228515625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,longest_increasing_run,global_run,final_norm,0.0001,0.4713539397276141,6144,2048,8192,0.4913270522913772,0.7015486245684013,0.761843579606501,0.535888671875,0.5040283203125,0.0318603515625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,longest_decreasing_run,global_run,final_norm,0.001,0.37141832879818726,6144,2048,8192,0.4016175193678523,0.6389477677236391,0.8527156151988764,0.55126953125,0.5018310546875,0.0494384765625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,global_descents,global_run,final_norm,1e-06,0.32939099598205623,6144,2048,8192,0.42231147368435107,0.6531900502041585,0.9451125264849409,0.85986328125,0.8125,0.04736328125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,components,global_run,final_norm,1e-06,0.4560887712648152,6144,2048,8192,0.5228961823759167,0.7255958836903177,0.8577622413318973,0.8817138671875,0.804931640625,0.0767822265625
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,max_displacement,global_run,final_norm,0.0001,0.6834689268183358,6144,2048,8192,0.6861054748983876,0.8284797060123419,0.5720529769267076,0.4774169921875,0.2574462890625,0.219970703125
trained,category-statistics-s4-transformer-seed17,transformer,statistics_s4,17,length|cycle_type|rsk_shape|pattern_avoidance,displacement_one_count,global_run,final_norm,0.0001,0.3359061219695737,6144,2048,8192,0.3317448831873826,0.5783783112931666,0.8092505414333846,0.401611328125,0.3072509765625,0.0943603515625
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,descents,local,embedding,10.0,0.0,6144,2048,8192,0.0,0.0,1.0210358474220083,0.3427734375,0.3338623046875,0.0089111328125
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,recoils,local,embedding,1e-06,2.220446049250313e-16,6144,2048,8192,0.0,0.028212574699245697,1.0117264466110467,0.3408203125,0.33642578125,0.00439453125
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,peaks,local,embedding,10.0,1.1102230246251565e-16,6144,2048,8192,0.0,0.0,0.987201497821541,0.4708251953125,0.4635009765625,0.00732421875
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,valleys,local,embedding,1e-06,0.0,6144,2048,8192,0.0,0.0032652246760092314,0.9926476029684151,0.458984375,0.45556640625,0.00341796875
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,double_ascents,local,embedding,10.0,0.0,6144,2048,8192,0.0,0.0,1.012985218660725,0.3338623046875,0.344482421875,-0.0106201171875
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,double_descents,local,embedding,1e-06,0.0,6144,2048,8192,0.0,0.0,0.9962763749938195,0.3388671875,0.3399658203125,-0.0010986328125
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,successions,local,embedding,1e-06,0.0,6144,2048,8192,0.0,0.0,1.0677013036927756,0.3643798828125,0.398681640625,-0.0343017578125
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,adjacencies,local,embedding,1e-06,0.0,6144,2048,8192,0.0,0.0,1.0447981442612964,0.329345703125,0.329345703125,0.0
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,fixed_points,positional,embedding,1e-06,0.0,6144,2048,8192,0.0,0.0,1.0125438624646812,0.3580322265625,0.369873046875,-0.0118408203125
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,anti_fixed_points,positional,embedding,1e-06,0.0,6144,2048,8192,0.0,0.0,0.9975928763619372,0.3592529296875,0.37939453125,-0.0201416015625
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,exceedances,positional,embedding,1e-06,2.220446049250313e-16,6144,2048,8192,0.0,-0.01828646409353776,0.996743501992833,0.3426513671875,0.3426513671875,0.0
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,deficiencies,positional,embedding,1e-06,0.0,6144,2048,8192,0.0,0.02051341362038438,1.0018364670463262,0.3414306640625,0.34033203125,0.0010986328125
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,left_to_right_maxima,positional,embedding,1.0,0.0,6144,2048,8192,0.0,0.0,1.0233111062138236,0.3040771484375,0.3026123046875,0.00146484375
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,left_to_right_minima,positional,embedding,1e-06,0.0,6144,2048,8192,-2.220446049250313e-16,0.0,0.9857920972831147,0.3160400390625,0.307373046875,0.0086669921875
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,right_to_left_maxima,positional,embedding,1e-06,0.0,6144,2048,8192,0.0,0.0,1.0300600749281232,0.305908203125,0.3045654296875,0.0013427734375
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,right_to_left_minima,positional,embedding,1e-06,0.0,6144,2048,8192,0.0,0.0,1.0276770844678722,0.3035888671875,0.2933349609375,0.01025390625
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,cycle_count,cycle,embedding,1e-06,0.0,6144,2048,8192,1.1102230246251565e-16,0.0,0.9967724289122707,0.3077392578125,0.3079833984375,-0.000244140625
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,two_cycle_count,cycle,embedding,1e-06,0.0,6144,2048,8192,0.0,0.0,1.0101702448488212,0.4593505859375,0.6026611328125,-0.143310546875
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,three_cycle_count,cycle,embedding,1e-06,1.1102230246251565e-16,6144,2048,8192,0.0,0.0,1.0003236622577176,0.7235107421875,0.7235107421875,0.0
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,even_cycle_count,cycle,embedding,1e-06,0.0,6144,2048,8192,0.0,0.0,1.0111505563890062,0.3974609375,0.40771484375,-0.01025390625
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,odd_cycle_count,cycle,embedding,1e-06,2.220446049250313e-16,6144,2048,8192,1.1102230246251565e-16,0.0,0.9928792526047006,0.3057861328125,0.5802001953125,-0.2744140625
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,longest_cycle,cycle,embedding,1e-06,0.0,6144,2048,8192,0.0,-0.01796681120363785,1.002388866359531,0.1435546875,0.1644287109375,-0.0208740234375
trained,category-statistics-s4-transformer-seed42,transformer,statistics_s4,42,length|cycle_type|rsk_shape|pattern_avoidance,shortest_cycle,cycle,embedding,1e-06,0.0,6144,2048,8192,0.0,0.0,1.004064219330732,0.1092529296875,0.6358642578125,-0.526611328125
