model_kind,architecture,condition,layer,probe_task_family,model_count,length_conditioned_r2_mean,length_conditioned_r2_sample_sd,pearson_r_mean,pearson_r_sample_sd,normalized_rmse_mean,normalized_rmse_sample_sd,exact_accuracy_mean,exact_accuracy_sample_sd,length_mode_baseline_accuracy_mean,length_mode_baseline_accuracy_sample_sd,exact_accuracy_minus_baseline_mean,exact_accuracy_minus_baseline_sample_sd
trained,mlp,encoding_e4,embedding,cycle,3,9.25185853854297e-18,8.012344526598183e-18,-0.0011567025670233386,0.0011842288789254024,1.0040621451047635,0.0,0.359466552734375,0.0,0.4817047119140625,0.0,-0.1222381591796875,0.0
trained,mlp,encoding_e4,embedding,global_run,3,0.0,0.0,-0.002225215978859309,0.0005419827517394482,1.0908257061107252,0.0,0.4667816162109375,0.0,0.4976806640625,0.0,-0.0308990478515625,0.0
trained,mlp,encoding_e4,embedding,local,3,0.0,1.3877787807814457e-17,0.0015364258098092083,0.0013095394128529395,1.0167965545539535,0.0,0.3724822998046875,0.0,0.3752288818359375,0.0,-0.00274658203125,0.0
trained,mlp,encoding_e4,embedding,positional,3,-2.7755575615628914e-17,2.7755575615628914e-17,-0.0004455225270176959,0.0007816212120081167,1.0094446338448388,0.0,0.3288726806640625,0.0,0.33001708984375,0.0,-0.0011444091796875,0.0
trained,mlp,encoding_e4,final_norm,all,3,0.15918191544734958,0.006595673491734391,0.3579975203145466,0.013726403644168902,0.9410010765240583,0.00352463695891634,0.42056528727213544,0.00796815781364187,0.4211578369140625,0.0,-0.0005925496419270834,0.00796815781364187
trained,mlp,encoding_e4,final_norm,cycle,3,0.04851972934941271,0.015098903393313564,0.18424115590192058,0.040198871994326986,0.9791271484868069,0.007895274262882829,0.3774312337239583,0.007192076628832724,0.4817047119140625,0.0,-0.10427347819010417,0.007192076628832724
trained,mlp,encoding_e4,final_norm,global_run,3,0.20176061129094694,0.004684377745699464,0.43400762868849224,0.006300069671907913,0.9742757918547844,0.002926807174214042,0.513214111328125,0.009748837824325729,0.4976806640625,0.0,0.015533447265625,0.009748837824325729
trained,mlp,encoding_e4,final_norm,local,3,0.0761581771916608,0.004491556715917573,0.27499825762787583,0.008495148093239917,0.9771600755376199,0.0023162589312330584,0.3845011393229167,0.005285917044553118,0.3752288818359375,0.0,0.009272257486979166,0.005285917044553118
trained,mlp,encoding_e4,final_norm,positional,3,0.3102891439573778,0.010989331824099079,0.5387430390398977,0.009812143235024608,0.8334412902170221,0.006734820594301311,0.4071146647135417,0.011292064068620532,0.33001708984375,0.0,0.07709757486979167,0.011292064068620532
trained,mlp,statistics_s4,block_01,all,3,0.13662034146956217,0.005138812193524808,0.33592853189764,0.00782289393664407,0.9548367657435793,0.0029445151988435098,0.40718968709309894,0.0003719346136073715,0.4211578369140625,0.0,-0.013968149820963541,0.0003719346136073715
trained,mlp,statistics_s4,block_01,cycle,3,0.028177512317781487,0.003884090453613436,0.13601223106682228,0.008690343529086816,0.9897362682081984,0.002007286045944423,0.3674570719401042,0.0012055730952132292,0.4817047119140625,0.0,-0.11424763997395833,0.0012055730952132292
trained,mlp,statistics_s4,block_01,global_run,3,0.19207120127532948,0.0073612517504393895,0.43418250117863844,0.009033733220417527,0.97923177239309,0.004523958764596188,0.4978535970052083,0.0027537499602137867,0.4976806640625,0.0,0.00017293294270833334,0.0027537499602137867
trained,mlp,statistics_s4,block_01,local,3,0.08792912514932516,0.004260629757280846,0.29409793133561707,0.008108369017390158,0.9707722784630453,0.0022664274395437865,0.3797607421875,0.0020740169096478554,0.3752288818359375,0.0,0.0045318603515625,0.0020740169096478554
trained,mlp,statistics_s4,block_01,positional,3,0.23830352713581257,0.00520175037242268,0.47942146400948227,0.005638230038511798,0.8796067439099834,0.0030611961930873733,0.3836873372395833,0.001026921416332782,0.33001708984375,0.0,0.053670247395833336,0.001026921416332782
trained,mlp,statistics_s4,embedding,all,3,0.0,0.0,-0.00017089390069397685,0.0005244811353918149,1.0302822599035701,0.0,0.3819007873535156,0.0,0.4211578369140625,0.0,-0.039257049560546875,0.0
trained,mlp,statistics_s4,embedding,cycle,3,0.0,0.0,-0.001818999778315003,0.0015753005333870058,1.0040621451047635,0.0,0.359466552734375,0.0,0.4817047119140625,0.0,-0.1222381591796875,0.0
trained,mlp,statistics_s4,embedding,global_run,3,9.25185853854297e-18,1.6024689053196365e-17,-0.0030284948645182505,0.0017167610251000638,1.0908257061107252,0.0,0.4667816162109375,0.0,0.4976806640625,0.0,-0.0308990478515625,0.0
trained,mlp,statistics_s4,embedding,local,3,-9.25185853854297e-18,1.6024689053196365e-17,0.004758998000719091,0.0010860550843265673,1.0167965545539535,0.0,0.3724822998046875,0.0,0.3752288818359375,0.0,-0.00274658203125,0.0
trained,mlp,statistics_s4,embedding,positional,3,0.0,0.0,-0.0005950789606617455,0.0017364730330774376,1.0094446338448388,0.0,0.3288726806640625,0.0,0.33001708984375,0.0,-0.0011444091796875,0.0
trained,mlp,statistics_s4,final_norm,all,3,0.13062350271347314,0.005390982660109496,0.325943887929879,0.007733171148825389,0.9581382878153183,0.0031598708997482732,0.4012107849121094,0.0008554028018588496,0.4211578369140625,0.0,-0.019947052001953125,0.0008554028018588496
trained,mlp,statistics_s4,final_norm,cycle,3,0.024798143284268062,0.0025917291092873757,0.12056856720935383,0.007111212092565266,0.9914674020180763,0.0013425146598536866,0.3626454671223958,0.0017962215451681406,0.4817047119140625,0.0,-0.11905924479166667,0.0017962215451681406
trained,mlp,statistics_s4,final_norm,global_run,3,0.18953852912300428,0.007116322361113648,0.43141789315871354,0.008347544749892986,0.9803272797497956,0.004522144288350224,0.48974609375,0.0016236814275259683,0.4976806640625,0.0,-0.0079345703125,0.0016236814275259683
trained,mlp,statistics_s4,final_norm,local,3,0.08517298032397747,0.0037307543071088095,0.28848943050809384,0.007470616020662583,0.9721359326325874,0.001997544710897404,0.3775634765625,0.0019238785674167602,0.3752288818359375,0.0,0.0023345947265625,0.0019238785674167602
trained,mlp,statistics_s4,final_norm,positional,3,0.22298435812264275,0.008536296837736412,0.46329966084335467,0.009106177253798605,0.8886225368608139,0.004990290099253288,0.3748881022135417,0.002366654088360198,0.33001708984375,0.0,0.044871012369791664,0.002366654088360198
trained,transformer,algebra_a4,block_01,all,3,0.2265822960701489,0.011919941197673353,0.4437304883824433,0.013131470870201315,0.8990984769680818,0.0069386454383402055,0.4414024353027344,0.002864014650831965,0.4211578369140625,0.0,0.020244598388671875,0.002864014650831965
trained,transformer,algebra_a4,block_01,cycle,3,0.07315775751247534,0.007252622869734854,0.24379494076649844,0.01108155341757061,0.9662875215870012,0.003882385738300518,0.3910725911458333,0.002826351740908262,0.4817047119140625,0.0,-0.09063212076822917,0.002826351740908262
trained,transformer,algebra_a4,block_01,global_run,3,0.32633137757232716,0.011891098825208715,0.5645429561760311,0.011143074655516942,0.8921025372832455,0.007571352500284406,0.5429484049479166,0.0034131060933039587,0.4976806640625,0.0,0.045267740885416664,0.0034131060933039587
trained,transformer,algebra_a4,block_01,local,3,0.14513604395264965,0.0077850179412584375,0.37776810032798497,0.011480433692599532,0.9395724168494198,0.004154609489108835,0.391693115234375,0.0009090192265995166,0.3752288818359375,0.0,0.0164642333984375,0.0009090192265995166
trained,transformer,algebra_a4,block_01,positional,3,0.36170400524314344,0.02365266653455629,0.5888159562592586,0.02226795846694313,0.7984314321526602,0.013852761683095417,0.4398956298828125,0.005641977233951418,0.33001708984375,0.0,0.1098785400390625,0.005641977233951418
trained,transformer,algebra_a4,block_02,all,3,0.2644366856276035,0.010141555331553483,0.4822268895889124,0.011392018420358394,0.8753179850591005,0.0059629764134745186,0.45186487833658856,0.0027482301570821593,0.4211578369140625,0.0,0.030707041422526043,0.0027482301570821593
trained,transformer,algebra_a4,block_02,cycle,3,0.08566715352884492,0.0134839445491284,0.2670113033013284,0.020195422102697376,0.9595627561811385,0.007340563907273569,0.3978373209635417,0.004218064019863693,0.4817047119140625,0.0,-0.08386739095052083,0.004218064019863693
trained,transformer,algebra_a4,block_02,global_run,3,0.3678480279123196,0.005985667545429405,0.6001518400602116,0.005834686014171317,0.8635638115669088,0.0034900590127365364,0.5524648030598959,0.0029644624174184103,0.4976806640625,0.0,0.054784138997395836,0.0029644624174184103
trained,transformer,algebra_a4,block_02,local,3,0.1734513611752401,0.009888358415922118,0.41367062151391204,0.012515062754588527,0.9237279660731451,0.005574356958997704,0.3963470458984375,0.001720999307937361,0.3752288818359375,0.0,0.0211181640625,0.001720999307937361
trained,transformer,algebra_a4,block_02,positional,3,0.43078019989400934,0.01953112651921617,0.6480737934801977,0.016526862657641875,0.7544174064152105,0.012258975986024004,0.4608103434244792,0.004790344474821475,0.33001708984375,0.0,0.13079325358072916,0.004790344474821475
trained,transformer,algebra_a4,block_03,all,3,0.26540292350187583,0.010470845407816247,0.48450039075754736,0.010374142691216748,0.87499055894562,0.006317384762696286,0.4538408915201823,0.001399413429379015,0.4211578369140625,0.0,0.03268305460611979,0.001399413429379015
trained,transformer,algebra_a4,block_03,cycle,3,0.08630567084268127,0.011167570292268468,0.2722332180384992,0.014325015640624,0.9592130048941895,0.006003843316272106,0.4005330403645833,0.0034029950534238316,0.4817047119140625,0.0,-0.08117167154947917,0.0034029950534238316
trained,transformer,algebra_a4,block_03,global_run,3,0.36882266606368747,0.005574683437354205,0.6012365123536879,0.005493207351455016,0.8633698123925299,0.003300061649093083,0.5552876790364584,0.0026169750022973994,0.4976806640625,0.0,0.057607014973958336,0.0026169750022973994
trained,transformer,algebra_a4,block_03,local,3,0.17265792761686558,0.012973917046538294,0.4132968621571395,0.01650651757915536,0.9242943240170908,0.0072775231260050356,0.3954722086588542,0.0018023680951662843,0.3752288818359375,0.0,0.020243326822916668,0.0018023680951662843
trained,transformer,algebra_a4,block_03,positional,3,0.43382542948426916,0.022073104991890354,0.651234970480863,0.017795822856125656,0.7530850944786697,0.014311007817225128,0.4640706380208333,0.0028478940028121564,0.33001708984375,0.0,0.13405354817708334,0.0028478940028121564
trained,transformer,algebra_a4,block_04,all,3,0.25144136889557667,0.003474931092405592,0.4707740670269547,0.0022507691910209483,0.8842501647090212,0.002269293981875934,0.4507853190104167,0.002074109288812812,0.4211578369140625,0.0,0.029627482096354168,0.002074109288812812
trained,transformer,algebra_a4,block_04,cycle,3,0.08163310259838202,0.001105056869806253,0.2638907754573378,0.0021223676919066227,0.9617943147530469,0.0006750746169889691,0.3981831868489583,0.003025950347006148,0.4817047119140625,0.0,-0.08352152506510417,0.003025950347006148
trained,transformer,algebra_a4,block_04,global_run,3,0.34859432836571863,0.00552320773088529,0.5834296606331725,0.0048523915918770805,0.8774633871272058,0.003969780750114347,0.5531870524088541,0.0031589133156723526,0.4976806640625,0.0,0.055506388346354164,0.0031589133156723526
