architecture,condition,layer,probe_task_family,seed_count,length_conditioned_r2_delta_mean,length_conditioned_r2_delta_sample_sd,pearson_r_delta_mean,pearson_r_delta_sample_sd,normalized_rmse_delta_mean,normalized_rmse_delta_sample_sd,exact_accuracy_delta_mean,exact_accuracy_delta_sample_sd,length_mode_baseline_accuracy_delta_mean,length_mode_baseline_accuracy_delta_sample_sd,exact_accuracy_minus_baseline_delta_mean,exact_accuracy_minus_baseline_delta_sample_sd
mlp,encoding_e4,block_01,positional,3,0.32918071011864725,0.02410237894852211,0.4753441977267308,0.023534617354632095,-0.18941477817754715,0.015601940181288045,0.09327189127604167,0.006791144024865056,0.0,0.0,0.09327189127604167,0.006791144024865056
mlp,encoding_e4,block_01,cycle,3,0.06249083285108751,0.009341851824503356,0.2013799391254123,0.023405040566541257,-0.03224413302425877,0.00490142024270153,0.031672159830729164,0.011692776639083236,0.0,0.0,0.031672159830729164,0.011692776639083236
mlp,encoding_e4,block_01,global_run,3,0.22009115196995488,0.03043290441558774,0.40524566780365684,0.03153689779950243,-0.12819663487377828,0.01899489848732148,0.062062581380208336,0.0105131764766173,0.0,0.0,0.062062581380208336,0.0105131764766173
mlp,encoding_e4,block_01,all,3,0.1761454782306238,0.01981627312180956,0.3430389203235607,0.024413246530863086,-0.09961773965110395,0.011915550655821457,0.052492777506510414,0.008810039274428525,0.0,0.0,0.052492777506510414,0.008810039274428525
mlp,encoding_e4,final_norm,local,3,0.0762766581020989,0.004341719145207641,0.264319935797485,0.012559241316736192,-0.0396994122613081,0.0022387489272410774,0.012105305989583334,0.005113637374607301,0.0,0.0,0.012105305989583334,0.005113637374607301
mlp,encoding_e4,final_norm,positional,3,0.30227910175454725,0.011571530000434975,0.45116836200208416,0.019511218956057313,-0.1719692189803015,0.006876195155874979,0.07221476236979167,0.014124927875206658,0.0,0.0,0.07221476236979167,0.014124927875206658
mlp,encoding_e4,final_norm,cycle,3,0.04794564258197559,0.015867254160418346,0.163115107751693,0.04973450793068028,-0.0246497163039876,0.008280287882131919,0.019526163736979168,0.007753271858470153,0.0,0.0,0.019526163736979168,0.007753271858470153
mlp,encoding_e4,final_norm,global_run,3,0.19874392376960834,0.004914374418114288,0.37999907578566594,0.009658444758424553,-0.11494345465920748,0.002938146761450594,0.044408162434895836,0.0125198557975785,0.0,0.0,0.044408162434895836,0.0125198557975785
mlp,encoding_e4,final_norm,all,3,0.15631133155205754,0.0075676811355653364,0.314650620334232,0.021553189084592996,-0.08781545055120117,0.003996235132875798,0.0370635986328125,0.009467532213599614,0.0,0.0,0.0370635986328125,0.009467532213599614
mlp,statistics_s4,embedding,local,3,9.25185853854297e-18,1.6024689053196365e-17,0.0015939560199144094,0.001194856860204503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,statistics_s4,embedding,positional,3,9.25185853854297e-18,1.6024689053196365e-17,-0.0008657201496219614,0.0016344750439591343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,statistics_s4,embedding,cycle,3,-4.625929269271485e-18,8.012344526598183e-18,0.0010935489039849808,0.001746121134791041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,statistics_s4,embedding,global_run,3,9.25185853854297e-18,1.6024689053196365e-17,-0.0006819194478524688,0.0038367675201430576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,statistics_s4,embedding,all,3,5.782411586589357e-18,2.0030861316495456e-18,0.00028496633160624013,0.0007631692143672947,-7.401486830834377e-17,1.2819751242557092e-16,0.0,0.0,0.0,0.0,0.0,0.0
mlp,statistics_s4,block_01,local,3,0.0879995343254889,0.004293466302759272,0.28145930884541165,0.005658043399667165,-0.04606249610560927,0.0022854438504871727,0.0076141357421875,0.001749977558707353,0.0,0.0,0.0076141357421875,0.001749977558707353
