comparison,architecture_a,trained_task_count_a,seed_a,run_id_a,layer_a,architecture_b,trained_task_count_b,seed_b,run_id_b,layer_b,probe_examples,linear_cka
seed_stability,mlp,8,42,mlp-tasks08-seed42,block_01,mlp,8,314159,mlp-tasks08-seed314159,block_01,4096,0.5538975802457167
seed_stability,mlp,8,42,mlp-tasks08-seed42,final_norm,mlp,8,314159,mlp-tasks08-seed314159,final_norm,4096,0.8126209687018006
seed_stability,mlp,16,17,mlp-tasks16-seed17,embedding,mlp,16,42,mlp-tasks16-seed42,embedding,4096,0.9721065069743156
seed_stability,mlp,16,17,mlp-tasks16-seed17,block_01,mlp,16,42,mlp-tasks16-seed42,block_01,4096,0.9010437696882649
seed_stability,mlp,16,17,mlp-tasks16-seed17,final_norm,mlp,16,42,mlp-tasks16-seed42,final_norm,4096,0.8682108134985917
seed_stability,mlp,16,17,mlp-tasks16-seed17,embedding,mlp,16,314159,mlp-tasks16-seed314159,embedding,4096,0.9634546914363391
seed_stability,mlp,16,17,mlp-tasks16-seed17,block_01,mlp,16,314159,mlp-tasks16-seed314159,block_01,4096,0.8979037693908343
seed_stability,mlp,16,17,mlp-tasks16-seed17,final_norm,mlp,16,314159,mlp-tasks16-seed314159,final_norm,4096,0.8392743488960689
seed_stability,mlp,16,42,mlp-tasks16-seed42,embedding,mlp,16,314159,mlp-tasks16-seed314159,embedding,4096,0.9579096782989185
seed_stability,mlp,16,42,mlp-tasks16-seed42,block_01,mlp,16,314159,mlp-tasks16-seed314159,block_01,4096,0.8852889846371067
seed_stability,mlp,16,42,mlp-tasks16-seed42,final_norm,mlp,16,314159,mlp-tasks16-seed314159,final_norm,4096,0.7927126344385017
seed_stability,transformer,1,17,transformer-tasks01-seed17,embedding,transformer,1,42,transformer-tasks01-seed42,embedding,4096,0.92230844286579
seed_stability,transformer,1,17,transformer-tasks01-seed17,block_01,transformer,1,42,transformer-tasks01-seed42,block_01,4096,0.4045636416169267
seed_stability,transformer,1,17,transformer-tasks01-seed17,block_02,transformer,1,42,transformer-tasks01-seed42,block_02,4096,0.35255517550993
seed_stability,transformer,1,17,transformer-tasks01-seed17,block_03,transformer,1,42,transformer-tasks01-seed42,block_03,4096,0.33321530007811895
seed_stability,transformer,1,17,transformer-tasks01-seed17,block_04,transformer,1,42,transformer-tasks01-seed42,block_04,4096,0.36010535525224724
seed_stability,transformer,1,17,transformer-tasks01-seed17,final_norm,transformer,1,42,transformer-tasks01-seed42,final_norm,4096,0.4161068239289405
seed_stability,transformer,1,17,transformer-tasks01-seed17,embedding,transformer,1,314159,transformer-tasks01-seed314159,embedding,4096,0.9349734742264008
seed_stability,transformer,1,17,transformer-tasks01-seed17,block_01,transformer,1,314159,transformer-tasks01-seed314159,block_01,4096,0.8252291727337582
seed_stability,transformer,1,17,transformer-tasks01-seed17,block_02,transformer,1,314159,transformer-tasks01-seed314159,block_02,4096,0.8297947155068087
seed_stability,transformer,1,17,transformer-tasks01-seed17,block_03,transformer,1,314159,transformer-tasks01-seed314159,block_03,4096,0.8352397123610019
seed_stability,transformer,1,17,transformer-tasks01-seed17,block_04,transformer,1,314159,transformer-tasks01-seed314159,block_04,4096,0.7321004909379382
seed_stability,transformer,1,17,transformer-tasks01-seed17,final_norm,transformer,1,314159,transformer-tasks01-seed314159,final_norm,4096,0.7611796615492273
seed_stability,transformer,1,42,transformer-tasks01-seed42,embedding,transformer,1,314159,transformer-tasks01-seed314159,embedding,4096,0.9284173466000661
seed_stability,transformer,1,42,transformer-tasks01-seed42,block_01,transformer,1,314159,transformer-tasks01-seed314159,block_01,4096,0.3407974860421555
seed_stability,transformer,1,42,transformer-tasks01-seed42,block_02,transformer,1,314159,transformer-tasks01-seed314159,block_02,4096,0.2633009136846157
seed_stability,transformer,1,42,transformer-tasks01-seed42,block_03,transformer,1,314159,transformer-tasks01-seed314159,block_03,4096,0.3048834831356422
seed_stability,transformer,1,42,transformer-tasks01-seed42,block_04,transformer,1,314159,transformer-tasks01-seed314159,block_04,4096,0.3687651818293643
seed_stability,transformer,1,42,transformer-tasks01-seed42,final_norm,transformer,1,314159,transformer-tasks01-seed314159,final_norm,4096,0.43565971567192685
seed_stability,transformer,2,17,transformer-tasks02-seed17,embedding,transformer,2,42,transformer-tasks02-seed42,embedding,4096,0.9519306723159123
seed_stability,transformer,2,17,transformer-tasks02-seed17,block_01,transformer,2,42,transformer-tasks02-seed42,block_01,4096,0.8486233352560683
seed_stability,transformer,2,17,transformer-tasks02-seed17,block_02,transformer,2,42,transformer-tasks02-seed42,block_02,4096,0.8397292019518577
seed_stability,transformer,2,17,transformer-tasks02-seed17,block_03,transformer,2,42,transformer-tasks02-seed42,block_03,4096,0.7237945911977371
seed_stability,transformer,2,17,transformer-tasks02-seed17,block_04,transformer,2,42,transformer-tasks02-seed42,block_04,4096,0.2715926909932841
seed_stability,transformer,2,17,transformer-tasks02-seed17,final_norm,transformer,2,42,transformer-tasks02-seed42,final_norm,4096,0.31911200373058773
seed_stability,transformer,2,17,transformer-tasks02-seed17,embedding,transformer,2,314159,transformer-tasks02-seed314159,embedding,4096,0.943548153982697
seed_stability,transformer,2,17,transformer-tasks02-seed17,block_01,transformer,2,314159,transformer-tasks02-seed314159,block_01,4096,0.8359405250762517
seed_stability,transformer,2,17,transformer-tasks02-seed17,block_02,transformer,2,314159,transformer-tasks02-seed314159,block_02,4096,0.9175225403750038
seed_stability,transformer,2,17,transformer-tasks02-seed17,block_03,transformer,2,314159,transformer-tasks02-seed314159,block_03,4096,0.8975762783357488
seed_stability,transformer,2,17,transformer-tasks02-seed17,block_04,transformer,2,314159,transformer-tasks02-seed314159,block_04,4096,0.7736492586173226
seed_stability,transformer,2,17,transformer-tasks02-seed17,final_norm,transformer,2,314159,transformer-tasks02-seed314159,final_norm,4096,0.7739168868039235
seed_stability,transformer,2,42,transformer-tasks02-seed42,embedding,transformer,2,314159,transformer-tasks02-seed314159,embedding,4096,0.9476009872892622
seed_stability,transformer,2,42,transformer-tasks02-seed42,block_01,transformer,2,314159,transformer-tasks02-seed314159,block_01,4096,0.8689161211549714
seed_stability,transformer,2,42,transformer-tasks02-seed42,block_02,transformer,2,314159,transformer-tasks02-seed314159,block_02,4096,0.8242208959595495
seed_stability,transformer,2,42,transformer-tasks02-seed42,block_03,transformer,2,314159,transformer-tasks02-seed314159,block_03,4096,0.7587402741715943
seed_stability,transformer,2,42,transformer-tasks02-seed42,block_04,transformer,2,314159,transformer-tasks02-seed314159,block_04,4096,0.3707042579760709
seed_stability,transformer,2,42,transformer-tasks02-seed42,final_norm,transformer,2,314159,transformer-tasks02-seed314159,final_norm,4096,0.4346966537051395
seed_stability,transformer,4,17,transformer-tasks04-seed17,embedding,transformer,4,42,transformer-tasks04-seed42,embedding,4096,0.9580962478981082
seed_stability,transformer,4,17,transformer-tasks04-seed17,block_01,transformer,4,42,transformer-tasks04-seed42,block_01,4096,0.8872102304823161
seed_stability,transformer,4,17,transformer-tasks04-seed17,block_02,transformer,4,42,transformer-tasks04-seed42,block_02,4096,0.893664886812529
seed_stability,transformer,4,17,transformer-tasks04-seed17,block_03,transformer,4,42,transformer-tasks04-seed42,block_03,4096,0.8498683516092873
seed_stability,transformer,4,17,transformer-tasks04-seed17,block_04,transformer,4,42,transformer-tasks04-seed42,block_04,4096,0.8003047566520515
seed_stability,transformer,4,17,transformer-tasks04-seed17,final_norm,transformer,4,42,transformer-tasks04-seed42,final_norm,4096,0.8531753302420747
seed_stability,transformer,4,17,transformer-tasks04-seed17,embedding,transformer,4,314159,transformer-tasks04-seed314159,embedding,4096,0.961762293299381
seed_stability,transformer,4,17,transformer-tasks04-seed17,block_01,transformer,4,314159,transformer-tasks04-seed314159,block_01,4096,0.9253711747619684
seed_stability,transformer,4,17,transformer-tasks04-seed17,block_02,transformer,4,314159,transformer-tasks04-seed314159,block_02,4096,0.9023930692648426
seed_stability,transformer,4,17,transformer-tasks04-seed17,block_03,transformer,4,314159,transformer-tasks04-seed314159,block_03,4096,0.8277531606970601
seed_stability,transformer,4,17,transformer-tasks04-seed17,block_04,transformer,4,314159,transformer-tasks04-seed314159,block_04,4096,0.7483699064619728
seed_stability,transformer,4,17,transformer-tasks04-seed17,final_norm,transformer,4,314159,transformer-tasks04-seed314159,final_norm,4096,0.7520994460944515
seed_stability,transformer,4,42,transformer-tasks04-seed42,embedding,transformer,4,314159,transformer-tasks04-seed314159,embedding,4096,0.9650291482683878
seed_stability,transformer,4,42,transformer-tasks04-seed42,block_01,transformer,4,314159,transformer-tasks04-seed314159,block_01,4096,0.9062379801346847
seed_stability,transformer,4,42,transformer-tasks04-seed42,block_02,transformer,4,314159,transformer-tasks04-seed314159,block_02,4096,0.8769969938064271
seed_stability,transformer,4,42,transformer-tasks04-seed42,block_03,transformer,4,314159,transformer-tasks04-seed314159,block_03,4096,0.8044026133199275
seed_stability,transformer,4,42,transformer-tasks04-seed42,block_04,transformer,4,314159,transformer-tasks04-seed314159,block_04,4096,0.6932109617050162
seed_stability,transformer,4,42,transformer-tasks04-seed42,final_norm,transformer,4,314159,transformer-tasks04-seed314159,final_norm,4096,0.7167554648624438
seed_stability,transformer,8,17,transformer-tasks08-seed17,embedding,transformer,8,42,transformer-tasks08-seed42,embedding,4096,0.9749885414864937
seed_stability,transformer,8,17,transformer-tasks08-seed17,block_01,transformer,8,42,transformer-tasks08-seed42,block_01,4096,0.6032016914205586
seed_stability,transformer,8,17,transformer-tasks08-seed17,block_02,transformer,8,42,transformer-tasks08-seed42,block_02,4096,0.7248373209224871
seed_stability,transformer,8,17,transformer-tasks08-seed17,block_03,transformer,8,42,transformer-tasks08-seed42,block_03,4096,0.6702608126107242
seed_stability,transformer,8,17,transformer-tasks08-seed17,block_04,transformer,8,42,transformer-tasks08-seed42,block_04,4096,0.6179837444133123
