comparison,architecture,condition_a,seed_a,run_id_a,layer,condition_b,seed_b,run_id_b,probe_examples,linear_cka
within_condition_cross_seed,transformer,algebra_a4,42,category-algebra-a4-transformer-seed42,block_03,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.8712074229951895
within_condition_cross_seed,transformer,algebra_a4,42,category-algebra-a4-transformer-seed42,block_04,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.668038693966644
within_condition_cross_seed,transformer,algebra_a4,42,category-algebra-a4-transformer-seed42,final_norm,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.7056748443360983
disjoint_condition_same_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,embedding,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.8102288576569169
disjoint_condition_same_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_01,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.36489550764454864
disjoint_condition_same_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_02,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.34969360673468775
disjoint_condition_same_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_03,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.28337529308950404
disjoint_condition_same_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_04,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.1716996899758537
disjoint_condition_same_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,final_norm,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.19588406121769067
disjoint_condition_same_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,embedding,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.884656448832251
disjoint_condition_same_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_01,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.43786779641832113
disjoint_condition_same_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_02,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.4513923945044544
disjoint_condition_same_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_03,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.3912846839126132
disjoint_condition_same_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_04,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.2220944455548398
disjoint_condition_same_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,final_norm,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.22990712268736818
disjoint_condition_same_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,embedding,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.7929263486498279
disjoint_condition_same_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_01,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.4581410318224789
disjoint_condition_same_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_02,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.40837609086588267
disjoint_condition_same_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_03,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.3258220911003584
disjoint_condition_same_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_04,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.23221370831626637
disjoint_condition_same_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,final_norm,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.2566728768749172
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,embedding,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.8549453703277337
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_01,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.33902550893731187
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_02,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.4338129382681088
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_03,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.36082384341668783
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_04,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.23002540723965356
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,final_norm,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.22602034302342222
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,embedding,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.7998218206188696
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_01,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.4107525627479402
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_02,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.41416800370368456
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_03,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.3668675456676923
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_04,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.2976708460370406
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,final_norm,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.2961544338135707
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,embedding,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.8316600162205128
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_01,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.4785136341249114
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_02,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.3724478556859606
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_03,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.3290243909141915
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_04,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.16923320553136628
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,final_norm,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.19312074076265184
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,embedding,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.8285289315487121
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_01,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.5442080328957426
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_02,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.46537074975862847
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_03,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.41615726381506574
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_04,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.3136844276828411
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,final_norm,statistics_s4,314159,category-statistics-s4-transformer-seed314159,4096,0.31861530195462967
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,embedding,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.7895460762853524
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_01,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.3776355605089996
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_02,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.31473888213425816
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_03,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.2747865540252143
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_04,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.1318858207562178
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,final_norm,statistics_s4,17,category-statistics-s4-transformer-seed17,4096,0.149898166034247
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,embedding,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.8628467077195042
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_01,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.35961527515967057
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_02,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.3874922452997849
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_03,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.319325633195295
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_04,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.15818456868443126
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,final_norm,statistics_s4,42,category-statistics-s4-transformer-seed42,4096,0.16270812127493914
disjoint_condition_same_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,embedding,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.885416510484377
disjoint_condition_same_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_01,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.563472537956298
disjoint_condition_same_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_02,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.48001631044267196
disjoint_condition_same_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_03,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.4884548744317504
disjoint_condition_same_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_04,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.44736652868218096
disjoint_condition_same_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,final_norm,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.4398042800192217
disjoint_condition_same_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,embedding,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.8745737193997201
disjoint_condition_same_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_01,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.5982976990289404
disjoint_condition_same_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_02,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.5376593100016868
disjoint_condition_same_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_03,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.5252063016683282
disjoint_condition_same_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_04,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.4673940220513896
disjoint_condition_same_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,final_norm,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.5059286548245788
disjoint_condition_same_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,embedding,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.9030526491395949
disjoint_condition_same_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_01,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.4677328116055015
disjoint_condition_same_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_02,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.44079417505730034
disjoint_condition_same_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_03,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.41934676827658385
disjoint_condition_same_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_04,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.27681353059234426
disjoint_condition_same_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,final_norm,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.31690483478697207
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,embedding,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.9012638743263951
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_01,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.524457794458874
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_02,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.5382101526916883
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_03,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.4772459814149989
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_04,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.469017675473533
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,final_norm,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.49852596889677303
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,embedding,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.8870287218029812
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_01,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.4063720592732283
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_02,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.39530003481106996
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_03,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.42254021258295515
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,block_04,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.3297709031475219
disjoint_condition_cross_seed,transformer,encoding_e4,17,category-encoding-e4-transformer-seed17,final_norm,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.37916969975488646
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,embedding,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.819787526204694
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_01,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.5791615284226708
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_02,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.4207859581945892
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_03,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.5140065559101142
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_04,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.4093372169610639
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,final_norm,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.4399064432085244
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,embedding,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.8795990010875898
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_01,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.49425546157266187
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_02,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.3837890240603719
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_03,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.48814080444575486
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,block_04,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.3398759872003274
disjoint_condition_cross_seed,transformer,encoding_e4,42,category-encoding-e4-transformer-seed42,final_norm,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.4086503002960936
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,embedding,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.8787910284759386
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_01,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.5931616144965599
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_02,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.5350878931929284
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_03,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.4940170149456975
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_04,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.3883291380759701
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,final_norm,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.4134514275831827
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,embedding,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.9007423866966966
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_01,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.5824211853146158
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_02,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.546694510539205
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_03,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.4410129687068638
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,block_04,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.37384871606566383
disjoint_condition_cross_seed,transformer,encoding_e4,314159,category-encoding-e4-transformer-seed314159,final_norm,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.3971608257731582
disjoint_condition_same_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,embedding,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.7014280595889365
disjoint_condition_same_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,block_01,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.4768702416373464
disjoint_condition_same_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,block_02,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.5382472143863063
disjoint_condition_same_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,block_03,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.4622561224948594
disjoint_condition_same_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,block_04,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.29845575307031824
disjoint_condition_same_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,final_norm,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.3098138125725974
disjoint_condition_same_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,embedding,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.8703912224527041
disjoint_condition_same_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,block_01,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.5305155087617566
disjoint_condition_same_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,block_02,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.4871552577615974
disjoint_condition_same_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,block_03,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.3660618388896298
disjoint_condition_same_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,block_04,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.28118913884078467
disjoint_condition_same_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,final_norm,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.27668537529207227
disjoint_condition_same_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,embedding,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.7976988686967527
disjoint_condition_same_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,block_01,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.636294767991543
disjoint_condition_same_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,block_02,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.506760546836892
disjoint_condition_same_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,block_03,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.47756530397987124
disjoint_condition_same_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,block_04,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.35459229735783476
disjoint_condition_same_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,final_norm,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.387364980370271
disjoint_condition_cross_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,embedding,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.7991040769073197
disjoint_condition_cross_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,block_01,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.5391110253071835
disjoint_condition_cross_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,block_02,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.43545696089333624
disjoint_condition_cross_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,block_03,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.35356922915650674
disjoint_condition_cross_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,block_04,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.2848363559540848
disjoint_condition_cross_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,final_norm,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.29779719334080423
disjoint_condition_cross_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,embedding,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.7799938675016527
disjoint_condition_cross_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,block_01,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.5382349976988421
disjoint_condition_cross_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,block_02,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.4494304859662053
disjoint_condition_cross_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,block_03,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.42956231815439794
disjoint_condition_cross_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,block_04,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.32271193668025416
disjoint_condition_cross_seed,transformer,statistics_s4,17,category-statistics-s4-transformer-seed17,final_norm,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.3397471426369164
disjoint_condition_cross_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,embedding,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.7823193570283624
disjoint_condition_cross_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,block_01,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.4564439873379561
disjoint_condition_cross_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,block_02,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.5359009969054488
disjoint_condition_cross_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,block_03,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.4657777426898955
disjoint_condition_cross_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,block_04,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.30029192321861076
disjoint_condition_cross_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,final_norm,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.25404198033336506
disjoint_condition_cross_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,embedding,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.8756430199199241
disjoint_condition_cross_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,block_01,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.5655890110317435
disjoint_condition_cross_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,block_02,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.4661290803941857
disjoint_condition_cross_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,block_03,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.3921589063094013
disjoint_condition_cross_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,block_04,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.2738701543916396
disjoint_condition_cross_seed,transformer,statistics_s4,42,category-statistics-s4-transformer-seed42,final_norm,algebra_a4,314159,category-algebra-a4-transformer-seed314159,4096,0.25893084304128905
disjoint_condition_cross_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,embedding,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.7028727798859548
disjoint_condition_cross_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,block_01,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.665454204826994
disjoint_condition_cross_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,block_02,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.6574284716438034
disjoint_condition_cross_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,block_03,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.5732284028428031
disjoint_condition_cross_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,block_04,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.4055892030901636
disjoint_condition_cross_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,final_norm,algebra_a4,17,category-algebra-a4-transformer-seed17,4096,0.40615990513629624
disjoint_condition_cross_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,embedding,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.8106424658544481
