comparison,architecture,pool_a,task_count_a,run_id_a,pool_b,task_count_b,run_id_b,layer,probe_examples,linear_cka
disjoint_pools_equal_k,transformer,a,1,property-a-transformer-tasks01-seed42,b,1,property-b-transformer-tasks01-seed42,embedding,4096,0.5522996896751808
disjoint_pools_equal_k,transformer,a,1,property-a-transformer-tasks01-seed42,b,1,property-b-transformer-tasks01-seed42,block_01,4096,0.18376807029281644
disjoint_pools_equal_k,transformer,a,1,property-a-transformer-tasks01-seed42,b,1,property-b-transformer-tasks01-seed42,block_02,4096,0.27920187506102734
disjoint_pools_equal_k,transformer,a,1,property-a-transformer-tasks01-seed42,b,1,property-b-transformer-tasks01-seed42,block_03,4096,0.29118009580327475
disjoint_pools_equal_k,transformer,a,1,property-a-transformer-tasks01-seed42,b,1,property-b-transformer-tasks01-seed42,block_04,4096,0.30025575012773403
disjoint_pools_equal_k,transformer,a,1,property-a-transformer-tasks01-seed42,b,1,property-b-transformer-tasks01-seed42,final_norm,4096,0.20533536941630529
disjoint_pools_equal_k,transformer,a,2,property-a-transformer-tasks02-seed42,b,2,property-b-transformer-tasks02-seed42,embedding,4096,0.760306953702757
disjoint_pools_equal_k,transformer,a,2,property-a-transformer-tasks02-seed42,b,2,property-b-transformer-tasks02-seed42,block_01,4096,0.3630903084494039
disjoint_pools_equal_k,transformer,a,2,property-a-transformer-tasks02-seed42,b,2,property-b-transformer-tasks02-seed42,block_02,4096,0.3411706227841221
disjoint_pools_equal_k,transformer,a,2,property-a-transformer-tasks02-seed42,b,2,property-b-transformer-tasks02-seed42,block_03,4096,0.24306770020000226
disjoint_pools_equal_k,transformer,a,2,property-a-transformer-tasks02-seed42,b,2,property-b-transformer-tasks02-seed42,block_04,4096,0.1291329015025735
disjoint_pools_equal_k,transformer,a,2,property-a-transformer-tasks02-seed42,b,2,property-b-transformer-tasks02-seed42,final_norm,4096,0.12282861731584731
disjoint_pools_equal_k,transformer,a,4,property-a-transformer-tasks04-seed42,b,4,property-b-transformer-tasks04-seed42,embedding,4096,0.7250959550295859
disjoint_pools_equal_k,transformer,a,4,property-a-transformer-tasks04-seed42,b,4,property-b-transformer-tasks04-seed42,block_01,4096,0.2774819045459206
disjoint_pools_equal_k,transformer,a,4,property-a-transformer-tasks04-seed42,b,4,property-b-transformer-tasks04-seed42,block_02,4096,0.2535594866208025
disjoint_pools_equal_k,transformer,a,4,property-a-transformer-tasks04-seed42,b,4,property-b-transformer-tasks04-seed42,block_03,4096,0.21838653358531063
disjoint_pools_equal_k,transformer,a,4,property-a-transformer-tasks04-seed42,b,4,property-b-transformer-tasks04-seed42,block_04,4096,0.17211267800134558
disjoint_pools_equal_k,transformer,a,4,property-a-transformer-tasks04-seed42,b,4,property-b-transformer-tasks04-seed42,final_norm,4096,0.162158002790043
disjoint_pools_equal_k,transformer,a,8,property-a-transformer-tasks08-seed42,b,8,property-b-transformer-tasks08-seed42,embedding,4096,0.8350863403035654
disjoint_pools_equal_k,transformer,a,8,property-a-transformer-tasks08-seed42,b,8,property-b-transformer-tasks08-seed42,block_01,4096,0.6987036544494367
disjoint_pools_equal_k,transformer,a,8,property-a-transformer-tasks08-seed42,b,8,property-b-transformer-tasks08-seed42,block_02,4096,0.6768166558642175
disjoint_pools_equal_k,transformer,a,8,property-a-transformer-tasks08-seed42,b,8,property-b-transformer-tasks08-seed42,block_03,4096,0.6497830102977591
disjoint_pools_equal_k,transformer,a,8,property-a-transformer-tasks08-seed42,b,8,property-b-transformer-tasks08-seed42,block_04,4096,0.6437508943142566
disjoint_pools_equal_k,transformer,a,8,property-a-transformer-tasks08-seed42,b,8,property-b-transformer-tasks08-seed42,final_norm,4096,0.6738280745041706
disjoint_pools_equal_k,transformer,a,16,property-a-transformer-tasks16-seed42,b,16,property-b-transformer-tasks16-seed42,embedding,4096,0.8999544191774834
disjoint_pools_equal_k,transformer,a,16,property-a-transformer-tasks16-seed42,b,16,property-b-transformer-tasks16-seed42,block_01,4096,0.3550388421416183
disjoint_pools_equal_k,transformer,a,16,property-a-transformer-tasks16-seed42,b,16,property-b-transformer-tasks16-seed42,block_02,4096,0.3164800744165871
