run_id,architecture,trained_task_count,seed,task,task_status,examples,supervised_tokens,loss,token_accuracy,sequence_accuracy,in_domain_loss,in_domain_token_accuracy,in_domain_sequence_accuracy,loss_delta_out_minus_in,token_accuracy_delta_out_minus_in,sequence_accuracy_delta_out_minus_in
transformer-tasks01-seed42,transformer,1,42,cycle_type,pool_unseen,1000,10104,14.557155968552058,0.014251781472684086,0.0,14.420763660120382,0.025905133450687474,0.0,0.1363923084316756,-0.011653351978003388,0.0
transformer-tasks01-seed42,transformer,1,42,descents,pool_unseen,1000,2000,6.253388748168946,0.2505,0.063,1.9884815107345581,0.6988,0.3978,4.264907237434388,-0.4483,-0.3348
transformer-tasks01-seed42,transformer,1,42,exceedances,pool_unseen,1000,2000,6.080984466552734,0.247,0.054,2.617043681335449,0.6549,0.31,3.463940785217285,-0.40790000000000004,-0.256
transformer-tasks01-seed42,transformer,1,42,fixed_points,pool_unseen,1000,2000,6.368108680725098,0.499,0.0,6.6508268524169925,0.5111,0.0402,-0.2827181716918945,-0.0121,-0.0402
transformer-tasks01-seed42,transformer,1,42,inverse,pool_unseen,1000,73094,12.128796160594577,0.014023038826716284,0.0,13.43674416524829,0.028808697499822934,0.0,-1.3079480046537135,-0.01478565867310665,0.0
transformer-tasks01-seed42,transformer,1,42,lds_length,pool_unseen,1000,2000,5.0328284301757815,0.5055,0.011,4.674197120666504,0.5616,0.1424,0.3586313095092777,-0.05610000000000004,-0.1314
transformer-tasks01-seed42,transformer,1,42,length,pool_unseen,1000,5000,16.1845287109375,0.0008,0.0,12.977036147911663,0.10474373314033818,0.0638,3.207492563025836,-0.10394373314033818,-0.0638
transformer-tasks01-seed42,transformer,1,42,lis_length,pool_unseen,1000,2000,5.090330413818359,0.5105,0.021,5.023998908996582,0.5601,0.137,0.06633150482177719,-0.04960000000000009,-0.116
transformer-tasks01-seed42,transformer,1,42,parity,fixed_train_holdout,1000,2000,6.852331615447998,0.5,0.0,6.578010217285156,0.5316,0.0632,0.27432139816284185,-0.03159999999999996,-0.0632
transformer-tasks01-seed42,transformer,1,42,pattern_avoidance,pool_unseen,1000,2000,6.667377731323242,0.5,0.0,7.034247959899902,0.5,0.0,-0.3668702285766603,0.0,0.0
transformer-tasks01-seed42,transformer,1,42,peaks,pool_unseen,1000,2000,2.92862149810791,0.5545,0.109,5.545476558685302,0.5478,0.0956,-2.616855060577392,0.006700000000000039,0.013399999999999995
transformer-tasks01-seed42,transformer,1,42,recoils,seen,1000,2000,6.223771194458008,0.233,0.034,0.2265574264526367,0.9049,0.8098,5.997213768005372,-0.6719,-0.7757999999999999
transformer-tasks01-seed42,transformer,1,42,right_multiply_simple,pool_unseen,1000,73116,12.047872157983546,0.014319711143935664,0.0,13.442189117095344,0.029001869950252265,0.0,-1.3943169591117979,-0.014682158806316601,0.0
transformer-tasks01-seed42,transformer,1,42,rsk_shape,pool_unseen,1000,20450,14.951013571592298,0.016332518337408314,0.0,14.556253316365405,0.023281765928824753,0.0,0.3947602552268936,-0.006949247591416439,0.0
transformer-tasks01-seed42,transformer,1,42,to_cycle,pool_unseen,1000,73182,12.499817463332,0.013705556011040966,0.0,13.738571566301074,0.029215871516296645,0.0,-1.2387541029690734,-0.01551031550525568,0.0
transformer-tasks01-seed42,transformer,1,42,to_inversion_vector,pool_unseen,1000,72902,14.108191422646156,0.018614029793421305,0.0,14.612764178239017,0.023180188443258566,0.0,-0.5045727555928607,-0.004566158649837261,0.0
transformer-tasks01-seed42,transformer,1,42,to_lehmer,fixed_train_holdout,1000,72832,14.175576127895361,0.018371045694200352,0.0,14.700458153779678,0.023899613448714805,0.0,-0.5248820258843168,-0.0055285677545144525,0.0
transformer-tasks01-seed314159,transformer,1,314159,bruhat_leq,pool_unseen,1000,2000,7.106818481445313,0.347,0.0,6.674214962768555,0.4558,0.0,0.43260351867675784,-0.10880000000000001,0.0
transformer-tasks01-seed314159,transformer,1,314159,compose,fixed_train_holdout,1000,72906,12.950643395905344,0.014374674238059968,0.0,14.672025015366543,0.02242015103853721,0.0,-1.7213816194611997,-0.008045476800477243,0.0
transformer-tasks01-seed314159,transformer,1,314159,cycle_type,pool_unseen,1000,10104,14.973862745416419,0.008511480601741884,0.0,15.347332481131282,0.015224320852561968,0.0,-0.3734697357148633,-0.006712840250820085,0.0
transformer-tasks01-seed314159,transformer,1,314159,descents,pool_unseen,1000,2000,5.262462799072265,0.3385,0.087,1.9372692366123199,0.6876,0.3752,3.325193562459946,-0.34909999999999997,-0.2882
transformer-tasks01-seed314159,transformer,1,314159,exceedances,pool_unseen,1000,2000,5.0839318237304685,0.3455,0.085,2.5225240280151366,0.6426,0.2852,2.561407795715332,-0.2971,-0.2002
transformer-tasks01-seed314159,transformer,1,314159,fixed_points,pool_unseen,1000,2000,6.519518035888672,0.383,0.0,6.37435552520752,0.5088,0.0356,0.1451625106811525,-0.12580000000000002,-0.0356
transformer-tasks01-seed314159,transformer,1,314159,inverse,pool_unseen,1000,73094,12.947867990404479,0.014392426190932225,0.0,14.548278977187213,0.026984913945746865,0.0,-1.6004109867827339,-0.01259248775481464,0.0
transformer-tasks01-seed314159,transformer,1,314159,lds_length,pool_unseen,1000,2000,5.382861255645752,0.5005,0.003,4.687135774230957,0.5604,0.14,0.6957254814147946,-0.059900000000000064,-0.137
transformer-tasks01-seed314159,transformer,1,314159,length,pool_unseen,1000,5000,17.085625,0.0,0.0,14.59150930821672,0.09816435291795512,0.0442,2.4941156917832803,-0.09816435291795512,-0.0442
transformer-tasks01-seed314159,transformer,1,314159,lis_length,pool_unseen,1000,2000,5.360434085845947,0.5045,0.009,5.121344293212891,0.5518,0.1206,0.23908979263305596,-0.04730000000000001,-0.1116
transformer-tasks01-seed314159,transformer,1,314159,parity,fixed_train_holdout,1000,2000,7.313567764282227,0.3265,0.0,6.233561557006836,0.524,0.048,1.0800062072753907,-0.1975,-0.048
transformer-tasks01-seed314159,transformer,1,314159,pattern_avoidance,pool_unseen,1000,2000,6.942392284393311,0.356,0.0,6.403750289916992,0.4771,0.0,0.5386419944763183,-0.12110000000000004,0.0
transformer-tasks01-seed314159,transformer,1,314159,peaks,pool_unseen,1000,2000,3.2028792037963867,0.531,0.063,5.360011972045898,0.5368,0.0736,-2.1571327682495114,-0.005800000000000027,-0.010599999999999998
transformer-tasks01-seed314159,transformer,1,314159,recoils,seen,1000,2000,5.188482822418213,0.3105,0.051,0.25649400820732116,0.891,0.782,4.931988814210892,-0.5805,-0.731
transformer-tasks01-seed314159,transformer,1,314159,right_multiply_simple,pool_unseen,1000,73116,12.953151125010258,0.01371792767656874,0.0,14.477098224564836,0.026320431852662033,0.0,-1.5239470995545776,-0.012602504176093293,0.0
