run_id,architecture,trained_task_count,seed,task,task_status,examples,supervised_tokens,loss,token_accuracy,sequence_accuracy,in_domain_loss,in_domain_token_accuracy,in_domain_sequence_accuracy,loss_delta_out_minus_in,token_accuracy_delta_out_minus_in,sequence_accuracy_delta_out_minus_in
transformer-tasks01-seed314159,transformer,1,314159,rsk_shape,pool_unseen,1000,20450,15.207679028499388,0.004792176039119804,0.0,15.625979152594072,0.009324935795524032,0.0,-0.4183001240946833,-0.004532759756404227,0.0
transformer-tasks01-seed314159,transformer,1,314159,to_cycle,pool_unseen,1000,73182,13.299668468894332,0.013404935639911453,0.0,14.749616824921764,0.022177609825224372,0.0,-1.4499483560274324,-0.008772674185312919,0.0
transformer-tasks01-seed314159,transformer,1,314159,to_inversion_vector,pool_unseen,1000,72902,14.126665067059204,0.013881649337466736,0.0,15.862661348130624,0.016563233314671653,0.0,-1.7359962810714205,-0.002681583977204917,0.0
transformer-tasks01-seed314159,transformer,1,314159,to_lehmer,fixed_train_holdout,1000,72832,14.201349188028614,0.01422451669595782,0.0,15.92254783011049,0.016448866622289178,0.0,-1.7211986420818768,-0.0022243499263313576,0.0
mlp-tasks01-seed17,mlp,1,17,bruhat_leq,pool_unseen,1000,2000,6.0517077674865725,0.4955,0.004,6.783455040740967,0.4503,0.0118,-0.7317472732543946,0.04520000000000002,-0.0078
mlp-tasks01-seed17,mlp,1,17,compose,fixed_train_holdout,1000,72906,13.344680537910117,0.005267056209365484,0.0,12.83430574240242,0.00964313905677494,0.0,0.5103747955076976,-0.004376082847409455,0.0
mlp-tasks01-seed17,mlp,1,17,cycle_type,pool_unseen,1000,10104,14.217295594566508,0.004453681710213777,0.0,16.35127493001124,0.008420952471573338,0.0,-2.1339793354447316,-0.0039672707613595615,0.0
mlp-tasks01-seed17,mlp,1,17,descents,pool_unseen,1000,2000,8.076649887084962,0.145,0.005,0.822153666305542,0.7013,0.4026,7.254496220779419,-0.5563,-0.3976
mlp-tasks01-seed17,mlp,1,17,exceedances,pool_unseen,1000,2000,7.687090316772461,0.1645,0.005,1.1697392955780028,0.6743,0.3486,6.517351021194458,-0.5098,-0.3436
mlp-tasks01-seed17,mlp,1,17,fixed_points,pool_unseen,1000,2000,5.764093017578125,0.452,0.017,6.634849298095703,0.5197,0.0394,-0.8707562805175781,-0.06770000000000004,-0.022399999999999996
mlp-tasks01-seed17,mlp,1,17,inverse,pool_unseen,1000,73094,13.299334269057653,0.004747311680849318,0.0,14.335542582062882,0.004633236537054088,0.0,-1.036208313005229,0.00011407514379523,0.0
mlp-tasks01-seed17,mlp,1,17,lds_length,pool_unseen,1000,2000,5.334233715057373,0.224,0.026,2.734751940155029,0.5683,0.1366,2.5994817749023436,-0.34430000000000005,-0.1106
mlp-tasks01-seed17,mlp,1,17,length,pool_unseen,1000,5000,16.06274375,0.0014,0.0,13.75211787454407,0.13185077965655637,0.0638,2.31062587545593,-0.13045077965655635,-0.0638
mlp-tasks01-seed17,mlp,1,17,lis_length,pool_unseen,1000,2000,5.584640670776367,0.2145,0.033,2.896237705230713,0.5744,0.1488,2.688402965545654,-0.3599,-0.11579999999999999
mlp-tasks01-seed17,mlp,1,17,parity,fixed_train_holdout,1000,2000,5.151456405639649,0.508,0.019,6.9094206268310545,0.5343,0.0686,-1.757964221191406,-0.02629999999999999,-0.04959999999999999
mlp-tasks01-seed17,mlp,1,17,pattern_avoidance,pool_unseen,1000,2000,5.912051139831543,0.5055,0.011,7.10931689453125,0.4303,0.0162,-1.197265754699707,0.07519999999999993,-0.0052
mlp-tasks01-seed17,mlp,1,17,peaks,pool_unseen,1000,2000,4.896352478027344,0.3125,0.076,3.3974808837890627,0.5433,0.0866,1.4988715942382815,-0.2308,-0.010599999999999998
mlp-tasks01-seed17,mlp,1,17,recoils,seen,1000,2000,7.843398639678955,0.152,0.0,0.5907261434555053,0.7535,0.507,7.2526724962234494,-0.6014999999999999,-0.507
mlp-tasks01-seed17,mlp,1,17,right_multiply_simple,pool_unseen,1000,73116,13.272561938178717,0.004540729799223152,0.0,13.858873568365278,0.004116242693669218,0.0,-0.586311630186561,0.00042448710555393395,0.0
mlp-tasks01-seed17,mlp,1,17,rsk_shape,pool_unseen,1000,20450,13.181427834657702,0.009486552567237164,0.0,16.163908139350465,0.01224471077412254,0.0,-2.9824803046927624,-0.0027581582068853753,0.0
mlp-tasks01-seed17,mlp,1,17,to_cycle,pool_unseen,1000,73182,13.518601872941776,0.005588805990544123,0.0,14.428609700443952,0.005816013226263581,0.0,-0.9100078275021755,-0.00022720723571945795,0.0
mlp-tasks01-seed17,mlp,1,17,to_inversion_vector,pool_unseen,1000,72902,13.50630675963108,0.006748786041535212,0.0,15.17209653571168,0.004574096794558731,0.0,-1.665789776080599,0.0021746892469764805,0.0
mlp-tasks01-seed17,mlp,1,17,to_lehmer,fixed_train_holdout,1000,72832,13.52189282248016,0.006453207381370826,0.0,15.106068254384466,0.004729706057527239,0.0,-1.5841754319043062,0.001723501323843587,0.0
mlp-tasks01-seed42,mlp,1,42,bruhat_leq,pool_unseen,1000,2000,6.41466569519043,0.356,0.016,9.142476608276366,0.3113,0.0246,-2.7278109130859365,0.04469999999999996,-0.0086
mlp-tasks01-seed42,mlp,1,42,compose,fixed_train_holdout,1000,72906,11.72750892416262,0.010588977587578525,0.0,11.451067780356817,0.01867364130114634,0.0,0.276441143805803,-0.008084663713567813,0.0
mlp-tasks01-seed42,mlp,1,42,cycle_type,pool_unseen,1000,10104,11.64467231224948,0.023950910530482976,0.0,15.246926951461699,0.010157476568818689,0.0,-3.6022546392122194,0.013793433961664287,0.0
mlp-tasks01-seed42,mlp,1,42,descents,pool_unseen,1000,2000,9.448872100830078,0.0765,0.008,0.8157403852462769,0.699,0.398,8.6331317155838,-0.6224999999999999,-0.39
mlp-tasks01-seed42,mlp,1,42,exceedances,pool_unseen,1000,2000,9.355616058349609,0.0795,0.003,1.0821605800628662,0.6721,0.3442,8.273455478286742,-0.5926,-0.3412
mlp-tasks01-seed42,mlp,1,42,fixed_points,pool_unseen,1000,2000,6.713454620361328,0.3625,0.023,6.496948611450195,0.5195,0.039,0.21650600891113303,-0.15699999999999997,-0.016
mlp-tasks01-seed42,mlp,1,42,inverse,pool_unseen,1000,73094,11.546084868029524,0.011779352614441678,0.0,13.68178129823214,0.022133295559175578,0.0,-2.135696430202616,-0.0103539429447339,0.0
mlp-tasks01-seed42,mlp,1,42,lds_length,pool_unseen,1000,2000,8.306243553161622,0.1285,0.006,2.6566344509124757,0.5687,0.1374,5.649609102249146,-0.4402,-0.1314
mlp-tasks01-seed42,mlp,1,42,length,pool_unseen,1000,5000,15.42406923828125,0.0008,0.0,12.784346352549663,0.18165668793999606,0.0638,2.6397228857315866,-0.18085668793999607,-0.0638
mlp-tasks01-seed42,mlp,1,42,lis_length,pool_unseen,1000,2000,8.224733551025391,0.1235,0.007,2.8779702293395997,0.5745,0.149,5.346763321685792,-0.451,-0.142
mlp-tasks01-seed42,mlp,1,42,parity,fixed_train_holdout,1000,2000,6.828248199462891,0.3195,0.014,6.485611022949219,0.5342,0.0684,0.342637176513672,-0.2147,-0.054400000000000004
mlp-tasks01-seed42,mlp,1,42,pattern_avoidance,pool_unseen,1000,2000,6.445062057495117,0.364,0.023,9.953511401367187,0.2821,0.0148,-3.50844934387207,0.08189999999999997,0.008199999999999999
mlp-tasks01-seed42,mlp,1,42,peaks,pool_unseen,1000,2000,8.618173645019532,0.107,0.009,3.3429028213500978,0.5439,0.0878,5.275270823669434,-0.43690000000000007,-0.07880000000000001
mlp-tasks01-seed42,mlp,1,42,recoils,seen,1000,2000,9.393128631591797,0.0835,0.004,0.5875862145423889,0.7489,0.4978,8.805542417049407,-0.6654,-0.4938
mlp-tasks01-seed42,mlp,1,42,right_multiply_simple,pool_unseen,1000,73116,11.578088109775903,0.011078286558345642,0.0,13.461861791156363,0.020416563760599325,0.0,-1.8837736813804593,-0.009338277202253683,0.0
mlp-tasks01-seed42,mlp,1,42,rsk_shape,pool_unseen,1000,20450,9.984730287286064,0.04665036674816626,0.0,14.942080741845936,0.007307080836492601,0.0,-4.957350454559872,0.03934328591167366,0.0
mlp-tasks01-seed42,mlp,1,42,to_cycle,pool_unseen,1000,73182,12.009106816951231,0.009455877128255581,0.0,14.172326216159364,0.008059754369390647,0.0,-2.163219399208133,0.001396122758864934,0.0
mlp-tasks01-seed42,mlp,1,42,to_inversion_vector,pool_unseen,1000,72902,10.719262848691566,0.023428712518175084,0.0,13.62746845188153,0.014282140772593536,0.0,-2.9082056031899644,0.009146571745581547,0.0
mlp-tasks01-seed42,mlp,1,42,to_lehmer,fixed_train_holdout,1000,72832,10.703842002184823,0.02384940685413005,0.0,13.52363498735278,0.01525768139298602,0.0,-2.8197929851679575,0.00859172546114403,0.0
mlp-tasks01-seed314159,mlp,1,314159,bruhat_leq,pool_unseen,1000,2000,8.347545616149903,0.332,0.019,11.980989331054687,0.2662,0.0236,-3.633443714904784,0.06580000000000003,-0.0046
mlp-tasks01-seed314159,mlp,1,314159,compose,fixed_train_holdout,1000,72906,11.522105224750021,0.01337338490659205,0.0,11.94157629330245,0.022537965810153278,0.0,-0.4194710685524292,-0.009164580903561228,0.0
mlp-tasks01-seed314159,mlp,1,314159,cycle_type,pool_unseen,1000,10104,13.528941199030086,0.004156769596199525,0.0,15.437052406918294,0.04265188638850564,0.0,-1.9081112078882079,-0.03849511679230611,0.0
mlp-tasks01-seed314159,mlp,1,314159,descents,pool_unseen,1000,2000,10.711887817382813,0.092,0.002,0.8104515016555787,0.7002,0.4004,9.901436315727235,-0.6082000000000001,-0.3984
mlp-tasks01-seed314159,mlp,1,314159,exceedances,pool_unseen,1000,2000,10.747868865966797,0.0905,0.006,1.1487729694366455,0.674,0.348,9.599095896530152,-0.5835,-0.34199999999999997
mlp-tasks01-seed314159,mlp,1,314159,fixed_points,pool_unseen,1000,2000,7.702380546569824,0.2855,0.039,7.468410406494141,0.5199,0.0398,0.23397014007568284,-0.23440000000000005,-0.0008000000000000021
mlp-tasks01-seed314159,mlp,1,314159,inverse,pool_unseen,1000,73094,11.500554388334713,0.01389990970531097,0.0,13.666377366049295,0.022570059258209978,0.0,-2.1658229777145817,-0.008670149552899008,0.0
mlp-tasks01-seed314159,mlp,1,314159,lds_length,pool_unseen,1000,2000,8.412310256958008,0.1445,0.025,2.7881034591674805,0.5662,0.1324,5.624206797790528,-0.4217000000000001,-0.1074
mlp-tasks01-seed314159,mlp,1,314159,length,pool_unseen,1000,5000,15.525521875,0.0012,0.0,13.466286926851813,0.19001250082242252,0.0638,2.0592349481481875,-0.1888125008224225,-0.0638
mlp-tasks01-seed314159,mlp,1,314159,lis_length,pool_unseen,1000,2000,8.129065315246581,0.176,0.033,2.890918640136719,0.5727,0.1454,5.238146675109863,-0.3967,-0.1124
mlp-tasks01-seed314159,mlp,1,314159,parity,fixed_train_holdout,1000,2000,7.6482297210693355,0.312,0.054,7.632351803588867,0.5342,0.0684,0.015877917480468184,-0.2222,-0.014400000000000003
mlp-tasks01-seed314159,mlp,1,314159,pattern_avoidance,pool_unseen,1000,2000,8.25369926071167,0.316,0.015,12.766946142578124,0.2375,0.0176,-4.513246881866454,0.07850000000000001,-0.0026000000000000016
mlp-tasks01-seed314159,mlp,1,314159,peaks,pool_unseen,1000,2000,8.537982711791992,0.132,0.028,3.586044842529297,0.5426,0.0852,4.951937869262695,-0.41059999999999997,-0.0572
mlp-tasks01-seed314159,mlp,1,314159,recoils,seen,1000,2000,10.744983703613281,0.0875,0.001,0.5832894058227539,0.7519,0.5038,10.161694297790527,-0.6644,-0.5028
mlp-tasks01-seed314159,mlp,1,314159,right_multiply_simple,pool_unseen,1000,73116,11.52518205232097,0.013553804912741397,0.0,13.298383518532097,0.020622375895282787,0.0,-1.7732014662111268,-0.00706857098254139,0.0
mlp-tasks01-seed314159,mlp,1,314159,rsk_shape,pool_unseen,1000,20450,12.96940059596577,0.010317848410757946,0.0,15.92514931183216,0.02390852390852391,0.0,-2.95574871586639,-0.013590675497765964,0.0
mlp-tasks01-seed314159,mlp,1,314159,to_cycle,pool_unseen,1000,73182,11.922570985266185,0.014402448689568473,0.0,13.693312743794653,0.014802786962683043,0.0,-1.7707417585284677,-0.00040033827311456924,0.0
mlp-tasks01-seed314159,mlp,1,314159,to_inversion_vector,pool_unseen,1000,72902,11.546714333754561,0.01449891635346081,0.0,14.657146737173136,0.007754523472025348,0.0,-3.1104324034185744,0.006744392881435462,0.0
mlp-tasks01-seed314159,mlp,1,314159,to_lehmer,fixed_train_holdout,1000,72832,11.574347108864407,0.015089521089630931,0.0,14.540510031602539,0.008239031169346834,0.0,-2.966162922738132,0.006850489920284097,0.0
transformer-tasks02-seed17,transformer,2,17,bruhat_leq,pool_unseen,1000,2000,6.355656433105469,0.5,0.0,8.176843029785156,0.4876,0.0,-1.821186596679687,0.012400000000000022,0.0
transformer-tasks02-seed17,transformer,2,17,compose,fixed_train_holdout,1000,72906,15.024435333468782,0.013716292211889282,0.0,14.42251964469274,0.028116495246173965,0.0,0.6019156887760424,-0.014400203034284683,0.0
transformer-tasks02-seed17,transformer,2,17,cycle_type,pool_unseen,1000,10104,16.235663310554607,0.013657957244655582,0.0,15.830284144423647,0.0375374661020981,0.0,0.4053791661309596,-0.023879508857442517,0.0
transformer-tasks02-seed17,transformer,2,17,descents,pool_unseen,1000,2000,6.460401329040527,0.494,0.001,4.045917205810547,0.6009,0.2018,2.4144841232299807,-0.1069,-0.2008
transformer-tasks02-seed17,transformer,2,17,exceedances,pool_unseen,1000,2000,6.396200832366944,0.4995,0.001,3.9257619976043703,0.6126,0.2252,2.4704388347625734,-0.11310000000000003,-0.2242
transformer-tasks02-seed17,transformer,2,17,fixed_points,pool_unseen,1000,2000,6.98456339263916,0.5,0.0,7.147016337585449,0.5129,0.0268,-0.16245294494628926,-0.012900000000000023,-0.0268
transformer-tasks02-seed17,transformer,2,17,inverse,pool_unseen,1000,73094,14.88064638406538,0.013763099570416177,0.0,14.649757756843984,0.028000094435394387,0.0,0.2308886272213968,-0.01423699486497821,0.0
transformer-tasks02-seed17,transformer,2,17,lds_length,pool_unseen,1000,2000,2.1143740234375,0.582,0.164,2.931877687454224,0.6381,0.2762,-0.8175036640167237,-0.05610000000000004,-0.1122
transformer-tasks02-seed17,transformer,2,17,length,pool_unseen,1000,5000,19.2578875,0.0,0.0,15.541248609913172,0.12836370813869333,0.0678,3.716638890086827,-0.12836370813869333,-0.0678
transformer-tasks02-seed17,transformer,2,17,lis_length,seen,1000,2000,1.1967890663146972,0.647,0.294,0.12835488560199737,0.9482,0.8964,1.0684341807126998,-0.3012,-0.6024
transformer-tasks02-seed17,transformer,2,17,parity,fixed_train_holdout,1000,2000,7.026189849853516,0.5,0.0,7.238937942504883,0.5258,0.0524,-0.21274809265136696,-0.025800000000000045,-0.0524
transformer-tasks02-seed17,transformer,2,17,pattern_avoidance,pool_unseen,1000,2000,6.43003125,0.5,0.0,8.201695565795898,0.4981,0.0,-1.7716643157958982,0.0019000000000000128,0.0
transformer-tasks02-seed17,transformer,2,17,peaks,pool_unseen,1000,2000,3.4904961929321288,0.533,0.066,3.9772790267944336,0.5917,0.1834,-0.4867828338623048,-0.058699999999999974,-0.1174
transformer-tasks02-seed17,transformer,2,17,recoils,seen,1000,2000,6.2698145027160646,0.493,0.0,0.10230946320295334,0.9591,0.9182,6.167505039513111,-0.46609999999999996,-0.9182
transformer-tasks02-seed17,transformer,2,17,right_multiply_simple,pool_unseen,1000,73116,14.923980948296201,0.013334974560971607,0.0,14.660499555436601,0.025949970010231804,0.0,0.2634813928595996,-0.012614995449260197,0.0
transformer-tasks02-seed17,transformer,2,17,rsk_shape,pool_unseen,1000,20450,15.510797199724939,0.028948655256723715,0.0,15.521890321861958,0.07178671884554237,0.0,-0.011093122137019407,-0.042838063588818656,0.0
transformer-tasks02-seed17,transformer,2,17,to_cycle,pool_unseen,1000,73182,15.37019801391992,0.013363941952939247,0.0,15.16735935562559,0.029977562588568728,0.0,0.20283865829432912,-0.016613620635629482,0.0
transformer-tasks02-seed17,transformer,2,17,to_inversion_vector,pool_unseen,1000,72902,15.489273887161875,0.020356094483004582,0.0,15.864689300831921,0.027986563590665984,0.0,-0.37541541367004605,-0.0076304691076614015,0.0
transformer-tasks02-seed17,transformer,2,17,to_lehmer,fixed_train_holdout,1000,72832,15.522253549371326,0.01977152899824253,0.0,15.762748748644224,0.02895631152997232,0.0,-0.24049519927289786,-0.009184782531729791,0.0
transformer-tasks02-seed42,transformer,2,42,bruhat_leq,pool_unseen,1000,2000,6.255462348937988,0.5,0.0,6.213872006225586,0.4936,0.0004,0.041590342712402695,0.006400000000000017,-0.0004
transformer-tasks02-seed42,transformer,2,42,compose,fixed_train_holdout,1000,72906,12.250383466810002,0.013647710750829836,0.0,13.105964693812295,0.02973644835589486,0.0,-0.8555812270022933,-0.016088737605065025,0.0
transformer-tasks02-seed42,transformer,2,42,cycle_type,pool_unseen,1000,10104,14.95201295685032,0.014944576405384007,0.0,14.991602051501394,0.037109282078119796,0.0,-0.039589094651073964,-0.02216470567273579,0.0
transformer-tasks02-seed42,transformer,2,42,descents,pool_unseen,1000,2000,5.797211563110351,0.4915,0.003,3.5696439689636232,0.633,0.266,2.227567594146728,-0.14150000000000001,-0.263
transformer-tasks02-seed42,transformer,2,42,exceedances,pool_unseen,1000,2000,5.703231994628906,0.4935,0.01,3.958686602783203,0.6099,0.2198,1.744545391845703,-0.1164,-0.2098
transformer-tasks02-seed42,transformer,2,42,fixed_points,pool_unseen,1000,2000,6.45123254776001,0.4985,0.0,6.551655487060547,0.5112,0.0326,-0.10042293930053692,-0.012699999999999989,-0.0326
transformer-tasks02-seed42,transformer,2,42,inverse,pool_unseen,1000,73094,11.922962480248037,0.012778066599173667,0.0,13.143483128941572,0.02925726562315556,0.0,-1.220520648693535,-0.016479199023981893,0.0
transformer-tasks02-seed42,transformer,2,42,lds_length,pool_unseen,1000,2000,2.37826611328125,0.5615,0.123,3.7259033828735353,0.5941,0.1882,-1.3476372695922851,-0.03259999999999996,-0.06520000000000001
transformer-tasks02-seed42,transformer,2,42,length,pool_unseen,1000,5000,19.400228125,0.0002,0.0,15.803650669349135,0.08224225277978814,0.0648,3.5965774556508663,-0.08204225277978813,-0.0648
transformer-tasks02-seed42,transformer,2,42,lis_length,seen,1000,2000,1.8548505859375,0.5925,0.185,0.14963677705526351,0.9385,0.877,1.7052138088822364,-0.346,-0.692
transformer-tasks02-seed42,transformer,2,42,parity,fixed_train_holdout,1000,2000,6.653503051757813,0.499,0.0,6.541641904449463,0.5257,0.0674,0.11186114730834973,-0.026699999999999946,-0.0674
transformer-tasks02-seed42,transformer,2,42,pattern_avoidance,pool_unseen,1000,2000,6.443006004333496,0.4985,0.0,6.336742845916748,0.4928,0.0,0.1062631584167475,0.005699999999999983,0.0
transformer-tasks02-seed42,transformer,2,42,peaks,pool_unseen,1000,2000,3.23090478515625,0.537,0.074,3.939337191772461,0.5939,0.1878,-0.7084324066162111,-0.05689999999999995,-0.1138
transformer-tasks02-seed42,transformer,2,42,recoils,seen,1000,2000,5.752198757171631,0.4935,0.001,0.10267622735500335,0.9629,0.9258,5.649522529816628,-0.4694,-0.9248
transformer-tasks02-seed42,transformer,2,42,right_multiply_simple,pool_unseen,1000,73116,11.959114732924395,0.012623775917719788,0.0,13.081092450351498,0.02829622834562326,0.0,-1.1219777174271037,-0.015672452427903473,0.0
transformer-tasks02-seed42,transformer,2,42,rsk_shape,pool_unseen,1000,20450,13.6898729752445,0.035256723716381416,0.0,14.164921806627488,0.04540173657820717,0.0,-0.47504883138298837,-0.010145012861825752,0.0
transformer-tasks02-seed42,transformer,2,42,to_cycle,pool_unseen,1000,73182,12.839562078533655,0.013063321581809735,0.0,14.011765382646894,0.02710793575814832,0.0,-1.1722033041132391,-0.014044614176338586,0.0
transformer-tasks02-seed42,transformer,2,42,to_inversion_vector,pool_unseen,1000,72902,13.303135277067158,0.014402897039861732,0.0,14.12487707033437,0.025598265654965396,0.0,-0.8217417932672113,-0.011195368615103665,0.0
transformer-tasks02-seed42,transformer,2,42,to_lehmer,fixed_train_holdout,1000,72832,13.302286506746691,0.01477372583479789,0.0,14.176722161793172,0.025517056137523503,0.0,-0.8744356550464811,-0.010743330302725613,0.0
transformer-tasks02-seed314159,transformer,2,314159,bruhat_leq,pool_unseen,1000,2000,8.424696746826172,0.2515,0.0,5.95024787902832,0.3874,0.0248,2.474448867797851,-0.13590000000000002,-0.0248
transformer-tasks02-seed314159,transformer,2,314159,compose,fixed_train_holdout,1000,72906,13.60996109020091,0.025128247332181164,0.0,14.362970326577944,0.04193027721815761,0.0,-0.753009236377034,-0.016802029885976448,0.0
transformer-tasks02-seed314159,transformer,2,314159,cycle_type,pool_unseen,1000,10104,16.154304220481986,0.012767220902612826,0.0,15.661874880827689,0.06636852371663733,0.0,0.49242933965429714,-0.053601302814024504,0.0
transformer-tasks02-seed314159,transformer,2,314159,descents,pool_unseen,1000,2000,5.264810707092285,0.3925,0.033,2.451574715423584,0.6614,0.3228,2.813235991668701,-0.2689,-0.28979999999999995
transformer-tasks02-seed314159,transformer,2,314159,exceedances,pool_unseen,1000,2000,5.092504829406738,0.408,0.038,2.951228493118286,0.6303,0.2606,2.1412763362884517,-0.2223,-0.2226
transformer-tasks02-seed314159,transformer,2,314159,fixed_points,pool_unseen,1000,2000,7.614071350097657,0.33,0.001,6.4877149200439455,0.455,0.0476,1.1263564300537112,-0.125,-0.0466
transformer-tasks02-seed314159,transformer,2,314159,inverse,pool_unseen,1000,73094,13.431487742346327,0.025145702793662954,0.0,14.617934175947894,0.041368604953136434,0.0,-1.1864464336015672,-0.01622290215947348,0.0
transformer-tasks02-seed314159,transformer,2,314159,lds_length,pool_unseen,1000,2000,3.275583984375,0.532,0.064,3.16268777923584,0.608,0.216,0.11289620513915999,-0.07599999999999996,-0.152
transformer-tasks02-seed314159,transformer,2,314159,length,pool_unseen,1000,5000,18.9178,0.0,0.0,14.343387069917995,0.1407987367589973,0.0622,4.574412930082005,-0.1407987367589973,-0.0622
transformer-tasks02-seed314159,transformer,2,314159,lis_length,seen,1000,2000,1.5487285385131835,0.6,0.2,0.1564065971493721,0.9363,0.8726,1.3923219413638113,-0.33630000000000004,-0.6726000000000001
transformer-tasks02-seed314159,transformer,2,314159,parity,fixed_train_holdout,1000,2000,8.608181320190429,0.2505,0.0,6.520748576354981,0.4387,0.076,2.087432743835448,-0.18819999999999998,-0.076
transformer-tasks02-seed314159,transformer,2,314159,pattern_avoidance,pool_unseen,1000,2000,8.475050750732422,0.26,0.0,6.19657554397583,0.3903,0.0196,2.2784752067565917,-0.13029999999999997,-0.0196
transformer-tasks02-seed314159,transformer,2,314159,peaks,pool_unseen,1000,2000,2.33295369720459,0.562,0.124,3.457405596923828,0.5858,0.1716,-1.1244518997192383,-0.023799999999999932,-0.0476
transformer-tasks02-seed314159,transformer,2,314159,recoils,seen,1000,2000,5.169103183746338,0.397,0.006,0.126364586520195,0.9474,0.8948,5.042738597226143,-0.5504,-0.8888
transformer-tasks02-seed314159,transformer,2,314159,right_multiply_simple,pool_unseen,1000,73116,13.44747286204456,0.024823568028885606,0.0,14.726667941392606,0.039545331592750706,0.0,-1.279195079348046,-0.0147217635638651,0.0
transformer-tasks02-seed314159,transformer,2,314159,rsk_shape,pool_unseen,1000,20450,16.174611810437042,0.02293398533007335,0.0,16.105915207202152,0.07258163140516082,0.0,0.06869660323489057,-0.04964764607508747,0.0
transformer-tasks02-seed314159,transformer,2,314159,to_cycle,pool_unseen,1000,73182,14.20968700572716,0.011204941105736383,0.0,15.425739992886824,0.02629900803023146,0.0,-1.2160529871596637,-0.015094066924495076,0.0
transformer-tasks02-seed314159,transformer,2,314159,to_inversion_vector,pool_unseen,1000,72902,14.964559844680187,0.016007791281446325,0.0,16.3738696467331,0.028022298721873475,0.0,-1.4093098020529151,-0.01201450744042715,0.0
transformer-tasks02-seed314159,transformer,2,314159,to_lehmer,fixed_train_holdout,1000,72832,14.996528907065231,0.016187939367311072,0.0,16.32501571037466,0.026100970465613285,0.0,-1.3284868033094295,-0.009913031098302213,0.0
mlp-tasks02-seed17,mlp,2,17,bruhat_leq,pool_unseen,1000,2000,7.247063827514649,0.3415,0.026,10.01094112701416,0.2818,0.0038,-2.7638772994995113,0.05970000000000003,0.022199999999999998
mlp-tasks02-seed17,mlp,2,17,compose,fixed_train_holdout,1000,72906,12.053721606471433,0.005815707897841056,0.0,12.687202293347369,0.012547273177110947,0.0,-0.6334806868759362,-0.006731565279269891,0.0
mlp-tasks02-seed17,mlp,2,17,cycle_type,pool_unseen,1000,10104,12.93882373317498,0.003859857482185273,0.0,15.33100962619572,0.05844711927303868,0.0,-2.3921858930207396,-0.05458726179085341,0.0
mlp-tasks02-seed17,mlp,2,17,descents,pool_unseen,1000,2000,9.15236442565918,0.047,0.001,1.0984801580429078,0.6443,0.2886,8.053884267616272,-0.5972999999999999,-0.2876
mlp-tasks02-seed17,mlp,2,17,exceedances,pool_unseen,1000,2000,9.228630859375,0.047,0.004,1.293654141998291,0.6263,0.2526,7.93497671737671,-0.5792999999999999,-0.2486
mlp-tasks02-seed17,mlp,2,17,fixed_points,pool_unseen,1000,2000,7.006269081115723,0.3665,0.009,5.771889099121093,0.518,0.036,1.2343799819946293,-0.15150000000000002,-0.026999999999999996
mlp-tasks02-seed17,mlp,2,17,inverse,pool_unseen,1000,73094,12.40159981817078,0.004241114181738583,0.0,14.843361750870946,0.009962934107703568,0.0,-2.4417619327001656,-0.005721819925964985,0.0
mlp-tasks02-seed17,mlp,2,17,lds_length,pool_unseen,1000,2000,5.482024032592774,0.2055,0.011,1.7790826759338378,0.5989,0.1978,3.702941356658936,-0.39339999999999997,-0.1868
mlp-tasks02-seed17,mlp,2,17,length,pool_unseen,1000,5000,13.06289921875,0.0004,0.0,11.887075270968948,0.18948615040463188,0.0582,1.1758239477810513,-0.18908615040463186,-0.0582
mlp-tasks02-seed17,mlp,2,17,lis_length,seen,1000,2000,5.609306213378907,0.2135,0.019,0.48603905658721924,0.787,0.574,5.123267156791687,-0.5735,-0.5549999999999999
mlp-tasks02-seed17,mlp,2,17,parity,fixed_train_holdout,1000,2000,7.155336063385009,0.352,0.003,5.928392434692383,0.5301,0.0602,1.2269436286926263,-0.17810000000000004,-0.057199999999999994
mlp-tasks02-seed17,mlp,2,17,pattern_avoidance,pool_unseen,1000,2000,6.702816169738769,0.3555,0.005,10.332070668029786,0.2796,0.0,-3.629254498291017,0.07589999999999997,0.005
mlp-tasks02-seed17,mlp,2,17,peaks,pool_unseen,1000,2000,6.476202026367187,0.1555,0.004,2.2318371292114256,0.5655,0.131,4.244364897155762,-0.41000000000000003,-0.127
mlp-tasks02-seed17,mlp,2,17,recoils,seen,1000,2000,9.212430114746093,0.0465,0.0,0.6484999537467957,0.7247,0.4494,8.563930160999297,-0.6782,-0.4494
mlp-tasks02-seed17,mlp,2,17,right_multiply_simple,pool_unseen,1000,73116,12.348398435362984,0.00488265222386345,0.0,14.474604732167665,0.010231803267120629,0.0,-2.12620629680468,-0.005349151043257179,0.0
mlp-tasks02-seed17,mlp,2,17,rsk_shape,pool_unseen,1000,20450,13.319674702017116,0.015403422982885086,0.0,16.2231041981857,0.03288186376421671,0.0,-2.9034294961685827,-0.017478440781331622,0.0
mlp-tasks02-seed17,mlp,2,17,to_cycle,pool_unseen,1000,73182,12.284513535176,0.004072039572572491,0.0,14.314594264113795,0.009937411431270665,0.0,-2.0300807289377953,-0.0058653718586981745,0.0
