split_id,model_seed,related_pair_count,layer,linear_cka,anchor_run_id,other_run_id
s2,101,4,embedding,0.8791712644711355,geometry-bundle-s2-anchor-transformer-seed101,geometry-bundle-s2-r4-transformer-seed101
s2,101,4,block_01,0.7130087902198253,geometry-bundle-s2-anchor-transformer-seed101,geometry-bundle-s2-r4-transformer-seed101
s2,101,4,block_02,0.7959615465888299,geometry-bundle-s2-anchor-transformer-seed101,geometry-bundle-s2-r4-transformer-seed101
s2,101,4,block_03,0.6470510004774044,geometry-bundle-s2-anchor-transformer-seed101,geometry-bundle-s2-r4-transformer-seed101
s2,101,4,block_04,0.4823940313610251,geometry-bundle-s2-anchor-transformer-seed101,geometry-bundle-s2-r4-transformer-seed101
s2,101,4,final_norm,0.4136611097117588,geometry-bundle-s2-anchor-transformer-seed101,geometry-bundle-s2-r4-transformer-seed101
s3,17,0,embedding,0.8351078180042129,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r0-transformer-seed17
s3,17,0,block_01,0.7928213459455155,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r0-transformer-seed17
s3,17,0,block_02,0.7916461432838029,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r0-transformer-seed17
s3,17,0,block_03,0.7537689092498704,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r0-transformer-seed17
s3,17,0,block_04,0.7091823434629985,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r0-transformer-seed17
s3,17,0,final_norm,0.7337923567705181,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r0-transformer-seed17
s3,17,1,embedding,0.7811485386424345,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r1-transformer-seed17
s3,17,1,block_01,0.7218986075272896,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r1-transformer-seed17
s3,17,1,block_02,0.754055649446418,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r1-transformer-seed17
s3,17,1,block_03,0.7621057110107032,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r1-transformer-seed17
s3,17,1,block_04,0.6627489093701627,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r1-transformer-seed17
s3,17,1,final_norm,0.6932276189970173,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r1-transformer-seed17
s3,17,2,embedding,0.9216537447873883,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r2-transformer-seed17
s3,17,2,block_01,0.7406757260142144,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r2-transformer-seed17
s3,17,2,block_02,0.7139491657072922,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r2-transformer-seed17
s3,17,2,block_03,0.5981684569542024,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r2-transformer-seed17
s3,17,2,block_04,0.2957794827582793,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r2-transformer-seed17
s3,17,2,final_norm,0.3206436113457683,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r2-transformer-seed17
s3,17,4,embedding,0.8765446354373083,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r4-transformer-seed17
s3,17,4,block_01,0.867785990956766,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r4-transformer-seed17
s3,17,4,block_02,0.9034518997754257,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r4-transformer-seed17
s3,17,4,block_03,0.8714931655343986,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r4-transformer-seed17
s3,17,4,block_04,0.7924027753085668,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r4-transformer-seed17
s3,17,4,final_norm,0.7956742144610506,geometry-bundle-s3-anchor-transformer-seed17,geometry-bundle-s3-r4-transformer-seed17
s3,42,0,embedding,0.8175709689162101,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r0-transformer-seed42
s3,42,0,block_01,0.49970044800021596,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r0-transformer-seed42
s3,42,0,block_02,0.3936289677905249,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r0-transformer-seed42
s3,42,0,block_03,0.17883824674443982,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r0-transformer-seed42
s3,42,0,block_04,0.1614139474718559,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r0-transformer-seed42
s3,42,0,final_norm,0.16255094263142159,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r0-transformer-seed42
s3,42,1,embedding,0.9031847156524949,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r1-transformer-seed42
s3,42,1,block_01,0.635737661125644,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r1-transformer-seed42
s3,42,1,block_02,0.5025618037164694,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r1-transformer-seed42
s3,42,1,block_03,0.42475925136234033,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r1-transformer-seed42
s3,42,1,block_04,0.5503851452065661,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r1-transformer-seed42
s3,42,1,final_norm,0.5556411699770188,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r1-transformer-seed42
s3,42,2,embedding,0.9241001863661881,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r2-transformer-seed42
s3,42,2,block_01,0.7553451774878966,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r2-transformer-seed42
s3,42,2,block_02,0.7055404389787404,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r2-transformer-seed42
s3,42,2,block_03,0.672433911616723,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r2-transformer-seed42
s3,42,2,block_04,0.6298158547044674,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r2-transformer-seed42
s3,42,2,final_norm,0.6393604486615667,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r2-transformer-seed42
s3,42,4,embedding,0.9299547145725305,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r4-transformer-seed42
s3,42,4,block_01,0.8259269102093003,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r4-transformer-seed42
s3,42,4,block_02,0.7965013020317604,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r4-transformer-seed42
s3,42,4,block_03,0.7880300445484593,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r4-transformer-seed42
s3,42,4,block_04,0.6743021585867542,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r4-transformer-seed42
s3,42,4,final_norm,0.6064722610078791,geometry-bundle-s3-anchor-transformer-seed42,geometry-bundle-s3-r4-transformer-seed42
s3,101,0,embedding,0.8368245373675042,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r0-transformer-seed101
s3,101,0,block_01,0.6201077585481349,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r0-transformer-seed101
s3,101,0,block_02,0.6847063856573478,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r0-transformer-seed101
s3,101,0,block_03,0.6496540141991912,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r0-transformer-seed101
s3,101,0,block_04,0.584312824011929,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r0-transformer-seed101
s3,101,0,final_norm,0.6663485262818144,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r0-transformer-seed101
s3,101,1,embedding,0.9004991720702059,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r1-transformer-seed101
s3,101,1,block_01,0.44484826565521446,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r1-transformer-seed101
s3,101,1,block_02,0.40382010498457477,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r1-transformer-seed101
s3,101,1,block_03,0.2932957445583415,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r1-transformer-seed101
s3,101,1,block_04,0.20517230729821123,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r1-transformer-seed101
s3,101,1,final_norm,0.2773834772512675,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r1-transformer-seed101
s3,101,2,embedding,0.9193717892308895,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r2-transformer-seed101
s3,101,2,block_01,0.5658892912069708,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r2-transformer-seed101
s3,101,2,block_02,0.5581546446658934,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r2-transformer-seed101
s3,101,2,block_03,0.5523649223128929,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r2-transformer-seed101
s3,101,2,block_04,0.4110442834478995,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r2-transformer-seed101
s3,101,2,final_norm,0.5405962619336224,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r2-transformer-seed101
s3,101,4,embedding,0.9347252790485658,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r4-transformer-seed101
s3,101,4,block_01,0.728037663101551,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r4-transformer-seed101
s3,101,4,block_02,0.7454564529462078,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r4-transformer-seed101
s3,101,4,block_03,0.7216909540322116,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r4-transformer-seed101
s3,101,4,block_04,0.6846230842097476,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r4-transformer-seed101
s3,101,4,final_norm,0.6860438611061105,geometry-bundle-s3-anchor-transformer-seed101,geometry-bundle-s3-r4-transformer-seed101
