pair_id,task_left,task_right,model_seed,condition,applied_transform,layer,linear_cka
record_complement,left_to_right_maxima,left_to_right_minima,17,wrong,inverse,block_02,0.08797883795004229
record_complement,left_to_right_maxima,left_to_right_minima,17,wrong,inverse,block_03,0.051364923389898495
record_complement,left_to_right_maxima,left_to_right_minima,17,wrong,inverse,block_04,0.03904966257160634
record_complement,left_to_right_maxima,left_to_right_minima,17,wrong,inverse,final_norm,0.0359262202218687
record_complement,left_to_right_maxima,left_to_right_minima,42,identity,identity,embedding,0.6759380176246721
record_complement,left_to_right_maxima,left_to_right_minima,42,identity,identity,block_01,0.06346070406625377
record_complement,left_to_right_maxima,left_to_right_minima,42,identity,identity,block_02,0.054157723545203866
record_complement,left_to_right_maxima,left_to_right_minima,42,identity,identity,block_03,0.03272909744784341
record_complement,left_to_right_maxima,left_to_right_minima,42,identity,identity,block_04,0.01707323197289897
record_complement,left_to_right_maxima,left_to_right_minima,42,identity,identity,final_norm,0.01753508507042263
record_complement,left_to_right_maxima,left_to_right_minima,42,correct,complement,embedding,0.6759380176246721
record_complement,left_to_right_maxima,left_to_right_minima,42,correct,complement,block_01,0.40640993790021035
record_complement,left_to_right_maxima,left_to_right_minima,42,correct,complement,block_02,0.37674512008115424
record_complement,left_to_right_maxima,left_to_right_minima,42,correct,complement,block_03,0.3017312349105101
record_complement,left_to_right_maxima,left_to_right_minima,42,correct,complement,block_04,0.31696561895013314
record_complement,left_to_right_maxima,left_to_right_minima,42,correct,complement,final_norm,0.3462836581182579
record_complement,left_to_right_maxima,left_to_right_minima,42,wrong,inverse,embedding,0.6759380176246721
record_complement,left_to_right_maxima,left_to_right_minima,42,wrong,inverse,block_01,0.07086818979171826
record_complement,left_to_right_maxima,left_to_right_minima,42,wrong,inverse,block_02,0.07579191575888655
record_complement,left_to_right_maxima,left_to_right_minima,42,wrong,inverse,block_03,0.045911902920558814
record_complement,left_to_right_maxima,left_to_right_minima,42,wrong,inverse,block_04,0.02171634159796207
record_complement,left_to_right_maxima,left_to_right_minima,42,wrong,inverse,final_norm,0.022411135039893587
record_complement,left_to_right_maxima,left_to_right_minima,101,identity,identity,embedding,0.664062247702919
record_complement,left_to_right_maxima,left_to_right_minima,101,identity,identity,block_01,0.03787142881071932
record_complement,left_to_right_maxima,left_to_right_minima,101,identity,identity,block_02,0.06098380853180983
record_complement,left_to_right_maxima,left_to_right_minima,101,identity,identity,block_03,0.025487139535448414
record_complement,left_to_right_maxima,left_to_right_minima,101,identity,identity,block_04,0.02225234286349286
record_complement,left_to_right_maxima,left_to_right_minima,101,identity,identity,final_norm,0.021449444896430934
record_complement,left_to_right_maxima,left_to_right_minima,101,correct,complement,embedding,0.664062247702919
record_complement,left_to_right_maxima,left_to_right_minima,101,correct,complement,block_01,0.05029844590455683
record_complement,left_to_right_maxima,left_to_right_minima,101,correct,complement,block_02,0.24026666691521276
record_complement,left_to_right_maxima,left_to_right_minima,101,correct,complement,block_03,0.4006108820781408
record_complement,left_to_right_maxima,left_to_right_minima,101,correct,complement,block_04,0.37258866682475156
record_complement,left_to_right_maxima,left_to_right_minima,101,correct,complement,final_norm,0.37569220099604506
record_complement,left_to_right_maxima,left_to_right_minima,101,wrong,inverse,embedding,0.664062247702919
record_complement,left_to_right_maxima,left_to_right_minima,101,wrong,inverse,block_01,0.03915385026599044
record_complement,left_to_right_maxima,left_to_right_minima,101,wrong,inverse,block_02,0.08579655522364936
record_complement,left_to_right_maxima,left_to_right_minima,101,wrong,inverse,block_03,0.038054640112032356
record_complement,left_to_right_maxima,left_to_right_minima,101,wrong,inverse,block_04,0.030809684315864796
record_complement,left_to_right_maxima,left_to_right_minima,101,wrong,inverse,final_norm,0.027588978858884932
decomposition_complement,global_descents,components,17,identity,identity,embedding,0.6909247803803719
decomposition_complement,global_descents,components,17,identity,identity,block_01,0.16267150683154696
decomposition_complement,global_descents,components,17,identity,identity,block_02,0.15147425164352318
decomposition_complement,global_descents,components,17,identity,identity,block_03,0.19413693019781642
decomposition_complement,global_descents,components,17,identity,identity,block_04,0.14762240528030157
decomposition_complement,global_descents,components,17,identity,identity,final_norm,0.17669016213367397
decomposition_complement,global_descents,components,17,correct,complement,embedding,0.6909247803803719
decomposition_complement,global_descents,components,17,correct,complement,block_01,0.1449046333913855
decomposition_complement,global_descents,components,17,correct,complement,block_02,0.22007850959631095
decomposition_complement,global_descents,components,17,correct,complement,block_03,0.4814042811902212
decomposition_complement,global_descents,components,17,correct,complement,block_04,0.5371076384980313
decomposition_complement,global_descents,components,17,correct,complement,final_norm,0.5482580093129148
decomposition_complement,global_descents,components,17,wrong,inverse,embedding,0.6909247803803719
decomposition_complement,global_descents,components,17,wrong,inverse,block_01,0.1484774140726587
decomposition_complement,global_descents,components,17,wrong,inverse,block_02,0.15767183607889615
decomposition_complement,global_descents,components,17,wrong,inverse,block_03,0.19796575056120927
decomposition_complement,global_descents,components,17,wrong,inverse,block_04,0.14817481596075893
decomposition_complement,global_descents,components,17,wrong,inverse,final_norm,0.17777022038806115
decomposition_complement,global_descents,components,42,identity,identity,embedding,0.735283078063577
decomposition_complement,global_descents,components,42,identity,identity,block_01,0.10136681834985045
decomposition_complement,global_descents,components,42,identity,identity,block_02,0.031164162366012646
decomposition_complement,global_descents,components,42,identity,identity,block_03,0.023137096258387186
decomposition_complement,global_descents,components,42,identity,identity,block_04,0.021488569312890234
decomposition_complement,global_descents,components,42,identity,identity,final_norm,0.020574721360314626
decomposition_complement,global_descents,components,42,correct,complement,embedding,0.735283078063577
decomposition_complement,global_descents,components,42,correct,complement,block_01,0.1059582520915536
decomposition_complement,global_descents,components,42,correct,complement,block_02,0.19731101022683994
decomposition_complement,global_descents,components,42,correct,complement,block_03,0.25922730423337026
decomposition_complement,global_descents,components,42,correct,complement,block_04,0.2700882524901534
decomposition_complement,global_descents,components,42,correct,complement,final_norm,0.23004128048906605
decomposition_complement,global_descents,components,42,wrong,inverse,embedding,0.735283078063577
decomposition_complement,global_descents,components,42,wrong,inverse,block_01,0.10087454364756446
decomposition_complement,global_descents,components,42,wrong,inverse,block_02,0.03230144948922065
decomposition_complement,global_descents,components,42,wrong,inverse,block_03,0.023899032244390474
decomposition_complement,global_descents,components,42,wrong,inverse,block_04,0.02220205033819207
decomposition_complement,global_descents,components,42,wrong,inverse,final_norm,0.021236356677785413
decomposition_complement,global_descents,components,101,identity,identity,embedding,0.7194751944207367
decomposition_complement,global_descents,components,101,identity,identity,block_01,0.06516700729259997
decomposition_complement,global_descents,components,101,identity,identity,block_02,0.03970860183735802
decomposition_complement,global_descents,components,101,identity,identity,block_03,0.04127580277950882
decomposition_complement,global_descents,components,101,identity,identity,block_04,0.0288961807667512
decomposition_complement,global_descents,components,101,identity,identity,final_norm,0.0333824075589215
decomposition_complement,global_descents,components,101,correct,complement,embedding,0.7194751944207367
decomposition_complement,global_descents,components,101,correct,complement,block_01,0.057448887245191975
decomposition_complement,global_descents,components,101,correct,complement,block_02,0.17652948301088228
decomposition_complement,global_descents,components,101,correct,complement,block_03,0.29866798016563484
decomposition_complement,global_descents,components,101,correct,complement,block_04,0.31645963543622346
decomposition_complement,global_descents,components,101,correct,complement,final_norm,0.2955509895096704
decomposition_complement,global_descents,components,101,wrong,inverse,embedding,0.7194751944207367
decomposition_complement,global_descents,components,101,wrong,inverse,block_01,0.061743147144918256
decomposition_complement,global_descents,components,101,wrong,inverse,block_02,0.040327411427354715
decomposition_complement,global_descents,components,101,wrong,inverse,block_03,0.04280950084808734
decomposition_complement,global_descents,components,101,wrong,inverse,block_04,0.029147317732486386
decomposition_complement,global_descents,components,101,wrong,inverse,final_norm,0.03362653428063937
