comparison,task_a,task_b,seed_a,seed_b,same_seed,layer,linear_cka
no_direct_relation,recoils,anti_fixed_points,101,101,True,block_03,0.17315385708412212
no_direct_relation,recoils,anti_fixed_points,101,101,True,block_04,0.12604508178196341
no_direct_relation,recoils,anti_fixed_points,101,101,True,final_norm,0.08271414399977572
no_direct_relation,recoils,exceedances,17,17,True,embedding,0.8801487438371818
no_direct_relation,recoils,exceedances,17,17,True,block_01,0.5861344990786403
no_direct_relation,recoils,exceedances,17,17,True,block_02,0.5488102300330844
no_direct_relation,recoils,exceedances,17,17,True,block_03,0.4268554967574281
no_direct_relation,recoils,exceedances,17,17,True,block_04,0.13311663335753915
no_direct_relation,recoils,exceedances,17,17,True,final_norm,0.1423004960483777
no_direct_relation,recoils,exceedances,17,42,False,embedding,0.8505618172013579
no_direct_relation,recoils,exceedances,17,42,False,block_01,0.5913711991889155
no_direct_relation,recoils,exceedances,17,42,False,block_02,0.5568374184632179
no_direct_relation,recoils,exceedances,17,42,False,block_03,0.3959036218942815
no_direct_relation,recoils,exceedances,17,42,False,block_04,0.1495912485220842
no_direct_relation,recoils,exceedances,17,42,False,final_norm,0.15758209518209346
no_direct_relation,recoils,exceedances,17,101,False,embedding,0.8984062105279983
no_direct_relation,recoils,exceedances,17,101,False,block_01,0.532338852400771
no_direct_relation,recoils,exceedances,17,101,False,block_02,0.5521479488885
no_direct_relation,recoils,exceedances,17,101,False,block_03,0.4346496569495874
no_direct_relation,recoils,exceedances,17,101,False,block_04,0.15353140565901563
no_direct_relation,recoils,exceedances,17,101,False,final_norm,0.17016642946140734
no_direct_relation,recoils,exceedances,42,17,False,embedding,0.8374860500432894
no_direct_relation,recoils,exceedances,42,17,False,block_01,0.5205627694322268
no_direct_relation,recoils,exceedances,42,17,False,block_02,0.5082155030148384
no_direct_relation,recoils,exceedances,42,17,False,block_03,0.42066405581708455
no_direct_relation,recoils,exceedances,42,17,False,block_04,0.0980974698164153
no_direct_relation,recoils,exceedances,42,17,False,final_norm,0.10888840507204806
no_direct_relation,recoils,exceedances,42,42,True,embedding,0.8652874678922865
no_direct_relation,recoils,exceedances,42,42,True,block_01,0.40099684345210684
no_direct_relation,recoils,exceedances,42,42,True,block_02,0.40673309409855163
no_direct_relation,recoils,exceedances,42,42,True,block_03,0.34027045691892377
no_direct_relation,recoils,exceedances,42,42,True,block_04,0.09846597737874263
no_direct_relation,recoils,exceedances,42,42,True,final_norm,0.11110491952741575
no_direct_relation,recoils,exceedances,42,101,False,embedding,0.9015369228147148
no_direct_relation,recoils,exceedances,42,101,False,block_01,0.5090279432522
no_direct_relation,recoils,exceedances,42,101,False,block_02,0.49421297701039235
no_direct_relation,recoils,exceedances,42,101,False,block_03,0.4060858205919452
no_direct_relation,recoils,exceedances,42,101,False,block_04,0.12823340042831957
no_direct_relation,recoils,exceedances,42,101,False,final_norm,0.12890645652188423
no_direct_relation,recoils,exceedances,101,17,False,embedding,0.8937556845828762
no_direct_relation,recoils,exceedances,101,17,False,block_01,0.6011150112911654
no_direct_relation,recoils,exceedances,101,17,False,block_02,0.543125256726965
no_direct_relation,recoils,exceedances,101,17,False,block_03,0.4750417805836842
no_direct_relation,recoils,exceedances,101,17,False,block_04,0.1296324587492168
no_direct_relation,recoils,exceedances,101,17,False,final_norm,0.1486649862573242
no_direct_relation,recoils,exceedances,101,42,False,embedding,0.9052281325970034
no_direct_relation,recoils,exceedances,101,42,False,block_01,0.6050230006278008
no_direct_relation,recoils,exceedances,101,42,False,block_02,0.5024293062378913
no_direct_relation,recoils,exceedances,101,42,False,block_03,0.4256347520206125
no_direct_relation,recoils,exceedances,101,42,False,block_04,0.14507863861547055
no_direct_relation,recoils,exceedances,101,42,False,final_norm,0.15731584274767046
no_direct_relation,recoils,exceedances,101,101,True,embedding,0.9157133246001927
no_direct_relation,recoils,exceedances,101,101,True,block_01,0.6709119879351416
no_direct_relation,recoils,exceedances,101,101,True,block_02,0.5652401727490661
no_direct_relation,recoils,exceedances,101,101,True,block_03,0.4912238547721984
no_direct_relation,recoils,exceedances,101,101,True,block_04,0.17499007223292534
no_direct_relation,recoils,exceedances,101,101,True,final_norm,0.18453938592964264
no_direct_relation,recoils,deficiencies,17,17,True,embedding,0.8190946099325683
no_direct_relation,recoils,deficiencies,17,17,True,block_01,0.5146662840454599
no_direct_relation,recoils,deficiencies,17,17,True,block_02,0.5226974752708675
no_direct_relation,recoils,deficiencies,17,17,True,block_03,0.41682278576567716
no_direct_relation,recoils,deficiencies,17,17,True,block_04,0.14489450856374048
no_direct_relation,recoils,deficiencies,17,17,True,final_norm,0.144093988084579
no_direct_relation,recoils,deficiencies,17,42,False,embedding,0.7938433919947109
no_direct_relation,recoils,deficiencies,17,42,False,block_01,0.3963486743526811
no_direct_relation,recoils,deficiencies,17,42,False,block_02,0.5061579835420109
no_direct_relation,recoils,deficiencies,17,42,False,block_03,0.429539738705474
no_direct_relation,recoils,deficiencies,17,42,False,block_04,0.1197943449407724
no_direct_relation,recoils,deficiencies,17,42,False,final_norm,0.12835187415137317
no_direct_relation,recoils,deficiencies,17,101,False,embedding,0.8280978929024717
no_direct_relation,recoils,deficiencies,17,101,False,block_01,0.4934661732614411
no_direct_relation,recoils,deficiencies,17,101,False,block_02,0.5539715311643423
no_direct_relation,recoils,deficiencies,17,101,False,block_03,0.48932900517033445
no_direct_relation,recoils,deficiencies,17,101,False,block_04,0.1632990176439725
no_direct_relation,recoils,deficiencies,17,101,False,final_norm,0.1686690142759887
no_direct_relation,recoils,deficiencies,42,17,False,embedding,0.828011617499465
no_direct_relation,recoils,deficiencies,42,17,False,block_01,0.5202315356538915
no_direct_relation,recoils,deficiencies,42,17,False,block_02,0.46806779894312633
no_direct_relation,recoils,deficiencies,42,17,False,block_03,0.3596009171344572
no_direct_relation,recoils,deficiencies,42,17,False,block_04,0.12589147935941009
no_direct_relation,recoils,deficiencies,42,17,False,final_norm,0.11379908579689667
no_direct_relation,recoils,deficiencies,42,42,True,embedding,0.8188420105782588
no_direct_relation,recoils,deficiencies,42,42,True,block_01,0.4408273250720422
no_direct_relation,recoils,deficiencies,42,42,True,block_02,0.4771402778199937
no_direct_relation,recoils,deficiencies,42,42,True,block_03,0.31704871961942377
no_direct_relation,recoils,deficiencies,42,42,True,block_04,0.08982953285138952
no_direct_relation,recoils,deficiencies,42,42,True,final_norm,0.08534815424724652
no_direct_relation,recoils,deficiencies,42,101,False,embedding,0.8206620409303136
no_direct_relation,recoils,deficiencies,42,101,False,block_01,0.6067894755399711
no_direct_relation,recoils,deficiencies,42,101,False,block_02,0.5609523558599577
no_direct_relation,recoils,deficiencies,42,101,False,block_03,0.4743828060846211
no_direct_relation,recoils,deficiencies,42,101,False,block_04,0.12515444028236097
no_direct_relation,recoils,deficiencies,42,101,False,final_norm,0.12034356193268156
no_direct_relation,recoils,deficiencies,101,17,False,embedding,0.8755836564710078
no_direct_relation,recoils,deficiencies,101,17,False,block_01,0.5578060450298685
no_direct_relation,recoils,deficiencies,101,17,False,block_02,0.4848638721902482
no_direct_relation,recoils,deficiencies,101,17,False,block_03,0.4278767592560923
no_direct_relation,recoils,deficiencies,101,17,False,block_04,0.16164343245922283
no_direct_relation,recoils,deficiencies,101,17,False,final_norm,0.15545994374609176
no_direct_relation,recoils,deficiencies,101,42,False,embedding,0.8747399758426767
no_direct_relation,recoils,deficiencies,101,42,False,block_01,0.4735168298732293
no_direct_relation,recoils,deficiencies,101,42,False,block_02,0.47350638649914567
no_direct_relation,recoils,deficiencies,101,42,False,block_03,0.40799442592667257
no_direct_relation,recoils,deficiencies,101,42,False,block_04,0.12300601798512853
no_direct_relation,recoils,deficiencies,101,42,False,final_norm,0.12438771800630977
no_direct_relation,recoils,deficiencies,101,101,True,embedding,0.8895571122943259
no_direct_relation,recoils,deficiencies,101,101,True,block_01,0.577375531275194
no_direct_relation,recoils,deficiencies,101,101,True,block_02,0.5198345210559698
no_direct_relation,recoils,deficiencies,101,101,True,block_03,0.5026155298219468
no_direct_relation,recoils,deficiencies,101,101,True,block_04,0.1663526051440257
no_direct_relation,recoils,deficiencies,101,101,True,final_norm,0.16989777060694836
no_direct_relation,recoils,lis_length,17,17,True,embedding,0.7237729626941125
no_direct_relation,recoils,lis_length,17,17,True,block_01,0.31446302907545265
no_direct_relation,recoils,lis_length,17,17,True,block_02,0.19087680522021575
no_direct_relation,recoils,lis_length,17,17,True,block_03,0.2763939177613045
no_direct_relation,recoils,lis_length,17,17,True,block_04,0.17130225109773164
no_direct_relation,recoils,lis_length,17,17,True,final_norm,0.1686646121809544
no_direct_relation,recoils,lis_length,17,42,False,embedding,0.7547091302553258
no_direct_relation,recoils,lis_length,17,42,False,block_01,0.1905135939351272
no_direct_relation,recoils,lis_length,17,42,False,block_02,0.15287728441109424
no_direct_relation,recoils,lis_length,17,42,False,block_03,0.24545784313736396
no_direct_relation,recoils,lis_length,17,42,False,block_04,0.12904583201247183
no_direct_relation,recoils,lis_length,17,42,False,final_norm,0.1533520933145441
no_direct_relation,recoils,lis_length,17,101,False,embedding,0.7327306523530428
no_direct_relation,recoils,lis_length,17,101,False,block_01,0.3627941593572337
no_direct_relation,recoils,lis_length,17,101,False,block_02,0.18376331612003413
no_direct_relation,recoils,lis_length,17,101,False,block_03,0.29463495252104094
no_direct_relation,recoils,lis_length,17,101,False,block_04,0.1731733962876822
no_direct_relation,recoils,lis_length,17,101,False,final_norm,0.14960566288337276
no_direct_relation,recoils,lis_length,42,17,False,embedding,0.787594869555243
no_direct_relation,recoils,lis_length,42,17,False,block_01,0.619490709908458
no_direct_relation,recoils,lis_length,42,17,False,block_02,0.37283845976618424
no_direct_relation,recoils,lis_length,42,17,False,block_03,0.5253667481514533
no_direct_relation,recoils,lis_length,42,17,False,block_04,0.16325317991067573
no_direct_relation,recoils,lis_length,42,17,False,final_norm,0.17322060843740708
no_direct_relation,recoils,lis_length,42,42,True,embedding,0.8092342873695716
no_direct_relation,recoils,lis_length,42,42,True,block_01,0.3484866874863475
no_direct_relation,recoils,lis_length,42,42,True,block_02,0.2989633074683299
no_direct_relation,recoils,lis_length,42,42,True,block_03,0.5188791444175048
no_direct_relation,recoils,lis_length,42,42,True,block_04,0.15118945315636004
no_direct_relation,recoils,lis_length,42,42,True,final_norm,0.16131421785518793
no_direct_relation,recoils,lis_length,42,101,False,embedding,0.794204474043974
no_direct_relation,recoils,lis_length,42,101,False,block_01,0.515738975972717
no_direct_relation,recoils,lis_length,42,101,False,block_02,0.2898376418467401
no_direct_relation,recoils,lis_length,42,101,False,block_03,0.5061953526999798
no_direct_relation,recoils,lis_length,42,101,False,block_04,0.11764756248285745
no_direct_relation,recoils,lis_length,42,101,False,final_norm,0.11784532794184874
no_direct_relation,recoils,lis_length,101,17,False,embedding,0.7898963067079777
no_direct_relation,recoils,lis_length,101,17,False,block_01,0.507269794831838
no_direct_relation,recoils,lis_length,101,17,False,block_02,0.29655469921515726
no_direct_relation,recoils,lis_length,101,17,False,block_03,0.39960195979469526
no_direct_relation,recoils,lis_length,101,17,False,block_04,0.19022310163071796
no_direct_relation,recoils,lis_length,101,17,False,final_norm,0.20627541596627086
no_direct_relation,recoils,lis_length,101,42,False,embedding,0.8082078568327077
no_direct_relation,recoils,lis_length,101,42,False,block_01,0.30274036195321863
no_direct_relation,recoils,lis_length,101,42,False,block_02,0.2266735377659521
no_direct_relation,recoils,lis_length,101,42,False,block_03,0.38622074947938523
no_direct_relation,recoils,lis_length,101,42,False,block_04,0.16306433025847036
no_direct_relation,recoils,lis_length,101,42,False,final_norm,0.1816463490481846
no_direct_relation,recoils,lis_length,101,101,True,embedding,0.7947395969147016
no_direct_relation,recoils,lis_length,101,101,True,block_01,0.48655424642925427
no_direct_relation,recoils,lis_length,101,101,True,block_02,0.23351256943436127
no_direct_relation,recoils,lis_length,101,101,True,block_03,0.3667547854556141
no_direct_relation,recoils,lis_length,101,101,True,block_04,0.157311254108787
no_direct_relation,recoils,lis_length,101,101,True,final_norm,0.15350294030964312
no_direct_relation,recoils,lds_length,17,17,True,embedding,0.7017554372429855
no_direct_relation,recoils,lds_length,17,17,True,block_01,0.4548380953333663
no_direct_relation,recoils,lds_length,17,17,True,block_02,0.5426294101862569
no_direct_relation,recoils,lds_length,17,17,True,block_03,0.47861067817458536
no_direct_relation,recoils,lds_length,17,17,True,block_04,0.24033548441935212
no_direct_relation,recoils,lds_length,17,17,True,final_norm,0.22228202619986095
no_direct_relation,recoils,lds_length,17,42,False,embedding,0.7056354510038301
no_direct_relation,recoils,lds_length,17,42,False,block_01,0.5440301146216755
no_direct_relation,recoils,lds_length,17,42,False,block_02,0.5666360839285363
no_direct_relation,recoils,lds_length,17,42,False,block_03,0.48356569235254393
no_direct_relation,recoils,lds_length,17,42,False,block_04,0.2625971064593938
no_direct_relation,recoils,lds_length,17,42,False,final_norm,0.2378749641546197
no_direct_relation,recoils,lds_length,17,101,False,embedding,0.6878124009266023
no_direct_relation,recoils,lds_length,17,101,False,block_01,0.5369013252334323
no_direct_relation,recoils,lds_length,17,101,False,block_02,0.5061562423894542
no_direct_relation,recoils,lds_length,17,101,False,block_03,0.4765485619751206
no_direct_relation,recoils,lds_length,17,101,False,block_04,0.24121795309449837
no_direct_relation,recoils,lds_length,17,101,False,final_norm,0.2322290117820268
no_direct_relation,recoils,lds_length,42,17,False,embedding,0.7502263164159443
no_direct_relation,recoils,lds_length,42,17,False,block_01,0.6790254343828708
no_direct_relation,recoils,lds_length,42,17,False,block_02,0.5260985614263511
no_direct_relation,recoils,lds_length,42,17,False,block_03,0.534723810066258
no_direct_relation,recoils,lds_length,42,17,False,block_04,0.16567044259748934
no_direct_relation,recoils,lds_length,42,17,False,final_norm,0.1479769579764641
no_direct_relation,recoils,lds_length,42,42,True,embedding,0.7752388948511044
no_direct_relation,recoils,lds_length,42,42,True,block_01,0.5654136239122454
no_direct_relation,recoils,lds_length,42,42,True,block_02,0.6407789330835159
no_direct_relation,recoils,lds_length,42,42,True,block_03,0.640088111186597
no_direct_relation,recoils,lds_length,42,42,True,block_04,0.1507768555841492
no_direct_relation,recoils,lds_length,42,42,True,final_norm,0.14150550488263436
no_direct_relation,recoils,lds_length,42,101,False,embedding,0.7609892802507151
no_direct_relation,recoils,lds_length,42,101,False,block_01,0.5980583616858293
no_direct_relation,recoils,lds_length,42,101,False,block_02,0.6522350116602484
no_direct_relation,recoils,lds_length,42,101,False,block_03,0.6427925155615233
no_direct_relation,recoils,lds_length,42,101,False,block_04,0.16527831394574655
no_direct_relation,recoils,lds_length,42,101,False,final_norm,0.15281101904829683
no_direct_relation,recoils,lds_length,101,17,False,embedding,0.7601421744953856
no_direct_relation,recoils,lds_length,101,17,False,block_01,0.5000469598609775
no_direct_relation,recoils,lds_length,101,17,False,block_02,0.3966343817555092
no_direct_relation,recoils,lds_length,101,17,False,block_03,0.4746123437252188
no_direct_relation,recoils,lds_length,101,17,False,block_04,0.21150674270428413
no_direct_relation,recoils,lds_length,101,17,False,final_norm,0.2011729646920046
no_direct_relation,recoils,lds_length,101,42,False,embedding,0.7685437207333254
no_direct_relation,recoils,lds_length,101,42,False,block_01,0.4081625606957383
no_direct_relation,recoils,lds_length,101,42,False,block_02,0.4444153035445524
no_direct_relation,recoils,lds_length,101,42,False,block_03,0.4726733775994108
no_direct_relation,recoils,lds_length,101,42,False,block_04,0.19826605472296543
no_direct_relation,recoils,lds_length,101,42,False,final_norm,0.1968435827192533
no_direct_relation,recoils,lds_length,101,101,True,embedding,0.7619608813114805
no_direct_relation,recoils,lds_length,101,101,True,block_01,0.4743104308925219
no_direct_relation,recoils,lds_length,101,101,True,block_02,0.48024057557577576
no_direct_relation,recoils,lds_length,101,101,True,block_03,0.4918526121204806
no_direct_relation,recoils,lds_length,101,101,True,block_04,0.2158154060348353
no_direct_relation,recoils,lds_length,101,101,True,final_norm,0.21379825615235368
no_direct_relation,recoils,longest_increasing_run,17,17,True,embedding,0.6973922671695798
no_direct_relation,recoils,longest_increasing_run,17,17,True,block_01,0.27720399186256645
no_direct_relation,recoils,longest_increasing_run,17,17,True,block_02,0.3344846125405711
no_direct_relation,recoils,longest_increasing_run,17,17,True,block_03,0.2575519198904261
no_direct_relation,recoils,longest_increasing_run,17,17,True,block_04,0.06035258459836333
no_direct_relation,recoils,longest_increasing_run,17,17,True,final_norm,0.06907075736909382
no_direct_relation,recoils,longest_increasing_run,17,42,False,embedding,0.5162394612281151
no_direct_relation,recoils,longest_increasing_run,17,42,False,block_01,0.3847949237571506
no_direct_relation,recoils,longest_increasing_run,17,42,False,block_02,0.43758922890981305
no_direct_relation,recoils,longest_increasing_run,17,42,False,block_03,0.24680603887982716
no_direct_relation,recoils,longest_increasing_run,17,42,False,block_04,0.10545215069218229
no_direct_relation,recoils,longest_increasing_run,17,42,False,final_norm,0.09394805057003489
no_direct_relation,recoils,longest_increasing_run,17,101,False,embedding,0.5331446535471315
no_direct_relation,recoils,longest_increasing_run,17,101,False,block_01,0.3485254666062199
no_direct_relation,recoils,longest_increasing_run,17,101,False,block_02,0.409869468869151
no_direct_relation,recoils,longest_increasing_run,17,101,False,block_03,0.29963789399199586
no_direct_relation,recoils,longest_increasing_run,17,101,False,block_04,0.08576985337628332
no_direct_relation,recoils,longest_increasing_run,17,101,False,final_norm,0.08289088408391647
no_direct_relation,recoils,longest_increasing_run,42,17,False,embedding,0.7169374125198058
no_direct_relation,recoils,longest_increasing_run,42,17,False,block_01,0.39041592319811785
no_direct_relation,recoils,longest_increasing_run,42,17,False,block_02,0.5152627650497318
no_direct_relation,recoils,longest_increasing_run,42,17,False,block_03,0.4204342097823177
no_direct_relation,recoils,longest_increasing_run,42,17,False,block_04,0.042863646445949255
no_direct_relation,recoils,longest_increasing_run,42,17,False,final_norm,0.05717021119112211
no_direct_relation,recoils,longest_increasing_run,42,42,True,embedding,0.639627109936797
no_direct_relation,recoils,longest_increasing_run,42,42,True,block_01,0.5612981279462362
no_direct_relation,recoils,longest_increasing_run,42,42,True,block_02,0.516348692248134
no_direct_relation,recoils,longest_increasing_run,42,42,True,block_03,0.28982288807117795
no_direct_relation,recoils,longest_increasing_run,42,42,True,block_04,0.06449675524447887
no_direct_relation,recoils,longest_increasing_run,42,42,True,final_norm,0.07304966270434186
no_direct_relation,recoils,longest_increasing_run,42,101,False,embedding,0.6389564471298398
no_direct_relation,recoils,longest_increasing_run,42,101,False,block_01,0.5860334619661426
no_direct_relation,recoils,longest_increasing_run,42,101,False,block_02,0.5933046743684806
no_direct_relation,recoils,longest_increasing_run,42,101,False,block_03,0.5052957636950086
no_direct_relation,recoils,longest_increasing_run,42,101,False,block_04,0.06982371915412057
no_direct_relation,recoils,longest_increasing_run,42,101,False,final_norm,0.06995451373773708
no_direct_relation,recoils,longest_increasing_run,101,17,False,embedding,0.7510174302426522
no_direct_relation,recoils,longest_increasing_run,101,17,False,block_01,0.28018550592970765
no_direct_relation,recoils,longest_increasing_run,101,17,False,block_02,0.3485593551137202
no_direct_relation,recoils,longest_increasing_run,101,17,False,block_03,0.28422395010661794
no_direct_relation,recoils,longest_increasing_run,101,17,False,block_04,0.05721777518922511
no_direct_relation,recoils,longest_increasing_run,101,17,False,final_norm,0.0706304902941837
no_direct_relation,recoils,longest_increasing_run,101,42,False,embedding,0.5966068737502382
no_direct_relation,recoils,longest_increasing_run,101,42,False,block_01,0.32895897450996964
no_direct_relation,recoils,longest_increasing_run,101,42,False,block_02,0.31913922453269006
no_direct_relation,recoils,longest_increasing_run,101,42,False,block_03,0.2007105731943369
no_direct_relation,recoils,longest_increasing_run,101,42,False,block_04,0.08946432952505441
no_direct_relation,recoils,longest_increasing_run,101,42,False,final_norm,0.09757922237224455
no_direct_relation,recoils,longest_increasing_run,101,101,True,embedding,0.6092388815918023
no_direct_relation,recoils,longest_increasing_run,101,101,True,block_01,0.3788541719115003
no_direct_relation,recoils,longest_increasing_run,101,101,True,block_02,0.35861768975637315
no_direct_relation,recoils,longest_increasing_run,101,101,True,block_03,0.3323519489136446
no_direct_relation,recoils,longest_increasing_run,101,101,True,block_04,0.09103502983166428
no_direct_relation,recoils,longest_increasing_run,101,101,True,final_norm,0.08912004323081354
no_direct_relation,recoils,longest_decreasing_run,17,17,True,embedding,0.6414642481519005
no_direct_relation,recoils,longest_decreasing_run,17,17,True,block_01,0.42069092036898437
no_direct_relation,recoils,longest_decreasing_run,17,17,True,block_02,0.44925775676205565
no_direct_relation,recoils,longest_decreasing_run,17,17,True,block_03,0.26655455366347824
no_direct_relation,recoils,longest_decreasing_run,17,17,True,block_04,0.08578387598253112
no_direct_relation,recoils,longest_decreasing_run,17,17,True,final_norm,0.08461924483922369
no_direct_relation,recoils,longest_decreasing_run,17,42,False,embedding,0.6598465429139123
no_direct_relation,recoils,longest_decreasing_run,17,42,False,block_01,0.4603481142447518
no_direct_relation,recoils,longest_decreasing_run,17,42,False,block_02,0.5184110871910151
no_direct_relation,recoils,longest_decreasing_run,17,42,False,block_03,0.3125691247079441
no_direct_relation,recoils,longest_decreasing_run,17,42,False,block_04,0.09133232999935324
no_direct_relation,recoils,longest_decreasing_run,17,42,False,final_norm,0.087745931850904
no_direct_relation,recoils,longest_decreasing_run,17,101,False,embedding,0.626192721176147
no_direct_relation,recoils,longest_decreasing_run,17,101,False,block_01,0.294108492879133
no_direct_relation,recoils,longest_decreasing_run,17,101,False,block_02,0.41398244076946566
no_direct_relation,recoils,longest_decreasing_run,17,101,False,block_03,0.2679240134913778
no_direct_relation,recoils,longest_decreasing_run,17,101,False,block_04,0.08822472171812658
no_direct_relation,recoils,longest_decreasing_run,17,101,False,final_norm,0.08069810850007872
no_direct_relation,recoils,longest_decreasing_run,42,17,False,embedding,0.6971250452158391
no_direct_relation,recoils,longest_decreasing_run,42,17,False,block_01,0.4469650222258316
no_direct_relation,recoils,longest_decreasing_run,42,17,False,block_02,0.4842176958204793
no_direct_relation,recoils,longest_decreasing_run,42,17,False,block_03,0.3882231677731476
no_direct_relation,recoils,longest_decreasing_run,42,17,False,block_04,0.06494965976953146
no_direct_relation,recoils,longest_decreasing_run,42,17,False,final_norm,0.07855349763096556
no_direct_relation,recoils,longest_decreasing_run,42,42,True,embedding,0.6986169897080216
no_direct_relation,recoils,longest_decreasing_run,42,42,True,block_01,0.4416696565556655
no_direct_relation,recoils,longest_decreasing_run,42,42,True,block_02,0.485265259281177
no_direct_relation,recoils,longest_decreasing_run,42,42,True,block_03,0.4664184627353576
no_direct_relation,recoils,longest_decreasing_run,42,42,True,block_04,0.07332415016184407
no_direct_relation,recoils,longest_decreasing_run,42,42,True,final_norm,0.0851127149369213
no_direct_relation,recoils,longest_decreasing_run,42,101,False,embedding,0.7358387710311355
no_direct_relation,recoils,longest_decreasing_run,42,101,False,block_01,0.5657245874508772
no_direct_relation,recoils,longest_decreasing_run,42,101,False,block_02,0.562897253405003
no_direct_relation,recoils,longest_decreasing_run,42,101,False,block_03,0.517659653025149
no_direct_relation,recoils,longest_decreasing_run,42,101,False,block_04,0.07855088737630338
no_direct_relation,recoils,longest_decreasing_run,42,101,False,final_norm,0.07546517762013201
no_direct_relation,recoils,longest_decreasing_run,101,17,False,embedding,0.7010846845044016
no_direct_relation,recoils,longest_decreasing_run,101,17,False,block_01,0.2978395030683068
no_direct_relation,recoils,longest_decreasing_run,101,17,False,block_02,0.3128926213870732
no_direct_relation,recoils,longest_decreasing_run,101,17,False,block_03,0.2781462759397869
no_direct_relation,recoils,longest_decreasing_run,101,17,False,block_04,0.0757028770033568
no_direct_relation,recoils,longest_decreasing_run,101,17,False,final_norm,0.09169847395894724
no_direct_relation,recoils,longest_decreasing_run,101,42,False,embedding,0.7098622661993556
no_direct_relation,recoils,longest_decreasing_run,101,42,False,block_01,0.3081255052136225
no_direct_relation,recoils,longest_decreasing_run,101,42,False,block_02,0.3342020720618739
no_direct_relation,recoils,longest_decreasing_run,101,42,False,block_03,0.328431053097246
no_direct_relation,recoils,longest_decreasing_run,101,42,False,block_04,0.08353685111800599
no_direct_relation,recoils,longest_decreasing_run,101,42,False,final_norm,0.09835706393999995
no_direct_relation,recoils,longest_decreasing_run,101,101,True,embedding,0.6896407649468949
no_direct_relation,recoils,longest_decreasing_run,101,101,True,block_01,0.3470289232914465
no_direct_relation,recoils,longest_decreasing_run,101,101,True,block_02,0.344114340253416
no_direct_relation,recoils,longest_decreasing_run,101,101,True,block_03,0.3566187807981265
no_direct_relation,recoils,longest_decreasing_run,101,101,True,block_04,0.08789960431566779
no_direct_relation,recoils,longest_decreasing_run,101,101,True,final_norm,0.08540654235355231
no_direct_relation,recoils,left_to_right_maxima,17,17,True,embedding,0.39967777050203573
no_direct_relation,recoils,left_to_right_maxima,17,17,True,block_01,0.16014821514127678
no_direct_relation,recoils,left_to_right_maxima,17,17,True,block_02,0.14694871030085965
no_direct_relation,recoils,left_to_right_maxima,17,17,True,block_03,0.1028555286009656
no_direct_relation,recoils,left_to_right_maxima,17,17,True,block_04,0.0456360874909689
no_direct_relation,recoils,left_to_right_maxima,17,17,True,final_norm,0.05041425681754899
no_direct_relation,recoils,left_to_right_maxima,17,42,False,embedding,0.43182074295110157
no_direct_relation,recoils,left_to_right_maxima,17,42,False,block_01,0.14623866017208478
no_direct_relation,recoils,left_to_right_maxima,17,42,False,block_02,0.16205301121002488
no_direct_relation,recoils,left_to_right_maxima,17,42,False,block_03,0.10518413020133624
no_direct_relation,recoils,left_to_right_maxima,17,42,False,block_04,0.04512586007254668
no_direct_relation,recoils,left_to_right_maxima,17,42,False,final_norm,0.05252247961248548
no_direct_relation,recoils,left_to_right_maxima,17,101,False,embedding,0.6356429785065985
no_direct_relation,recoils,left_to_right_maxima,17,101,False,block_01,0.07951638202397086
no_direct_relation,recoils,left_to_right_maxima,17,101,False,block_02,0.10029043920815944
no_direct_relation,recoils,left_to_right_maxima,17,101,False,block_03,0.08181975559883532
no_direct_relation,recoils,left_to_right_maxima,17,101,False,block_04,0.04327643346471399
no_direct_relation,recoils,left_to_right_maxima,17,101,False,final_norm,0.043214863476773877
no_direct_relation,recoils,left_to_right_maxima,42,17,False,embedding,0.47569911728421266
no_direct_relation,recoils,left_to_right_maxima,42,17,False,block_01,0.20562069424896837
no_direct_relation,recoils,left_to_right_maxima,42,17,False,block_02,0.22715056585901386
no_direct_relation,recoils,left_to_right_maxima,42,17,False,block_03,0.16055938673978415
no_direct_relation,recoils,left_to_right_maxima,42,17,False,block_04,0.033612904357349885
no_direct_relation,recoils,left_to_right_maxima,42,17,False,final_norm,0.04196807876470391
no_direct_relation,recoils,left_to_right_maxima,42,42,True,embedding,0.533264898418208
no_direct_relation,recoils,left_to_right_maxima,42,42,True,block_01,0.23559013482042102
no_direct_relation,recoils,left_to_right_maxima,42,42,True,block_02,0.27258077869819913
no_direct_relation,recoils,left_to_right_maxima,42,42,True,block_03,0.17885341612123132
no_direct_relation,recoils,left_to_right_maxima,42,42,True,block_04,0.035140833145119656
no_direct_relation,recoils,left_to_right_maxima,42,42,True,final_norm,0.04362891666261219
no_direct_relation,recoils,left_to_right_maxima,42,101,False,embedding,0.7047434295930172
no_direct_relation,recoils,left_to_right_maxima,42,101,False,block_01,0.13124010347306664
no_direct_relation,recoils,left_to_right_maxima,42,101,False,block_02,0.11878354735546648
no_direct_relation,recoils,left_to_right_maxima,42,101,False,block_03,0.09273226131144117
no_direct_relation,recoils,left_to_right_maxima,42,101,False,block_04,0.024577785401973612
no_direct_relation,recoils,left_to_right_maxima,42,101,False,final_norm,0.028141832553884517
no_direct_relation,recoils,left_to_right_maxima,101,17,False,embedding,0.4662136738779526
no_direct_relation,recoils,left_to_right_maxima,101,17,False,block_01,0.1408248761876347
no_direct_relation,recoils,left_to_right_maxima,101,17,False,block_02,0.14736387060599365
