comparison,architecture,pool_a,task_count_a,run_id_a,pool_b,task_count_b,run_id_b,layer,probe_examples,linear_cka
disjoint_pools_equal_k,transformer,a,4,property-a-transformer-tasks04-seed17,b,4,property-b-transformer-tasks04-seed17,embedding,4096,0.7388592557221978
disjoint_pools_equal_k,transformer,a,4,property-a-transformer-tasks04-seed17,b,4,property-b-transformer-tasks04-seed17,block_01,4096,0.3246587201673437
disjoint_pools_equal_k,transformer,a,4,property-a-transformer-tasks04-seed17,b,4,property-b-transformer-tasks04-seed17,block_02,4096,0.41079616584868456
disjoint_pools_equal_k,transformer,a,4,property-a-transformer-tasks04-seed17,b,4,property-b-transformer-tasks04-seed17,block_03,4096,0.47154792478687496
disjoint_pools_equal_k,transformer,a,4,property-a-transformer-tasks04-seed17,b,4,property-b-transformer-tasks04-seed17,block_04,4096,0.5132664814084005
disjoint_pools_equal_k,transformer,a,4,property-a-transformer-tasks04-seed17,b,4,property-b-transformer-tasks04-seed17,final_norm,4096,0.4528389143556582
disjoint_pools_equal_k,transformer,a,8,property-a-transformer-tasks08-seed17,b,8,property-b-transformer-tasks08-seed17,embedding,4096,0.7839079269885864
disjoint_pools_equal_k,transformer,a,8,property-a-transformer-tasks08-seed17,b,8,property-b-transformer-tasks08-seed17,block_01,4096,0.3006911249823768
disjoint_pools_equal_k,transformer,a,8,property-a-transformer-tasks08-seed17,b,8,property-b-transformer-tasks08-seed17,block_02,4096,0.3933994560324928
disjoint_pools_equal_k,transformer,a,8,property-a-transformer-tasks08-seed17,b,8,property-b-transformer-tasks08-seed17,block_03,4096,0.3854303547002396
disjoint_pools_equal_k,transformer,a,8,property-a-transformer-tasks08-seed17,b,8,property-b-transformer-tasks08-seed17,block_04,4096,0.3921460830932746
disjoint_pools_equal_k,transformer,a,8,property-a-transformer-tasks08-seed17,b,8,property-b-transformer-tasks08-seed17,final_norm,4096,0.4957524389083803
disjoint_pools_equal_k,transformer,a,16,property-a-transformer-tasks16-seed17,b,16,property-b-transformer-tasks16-seed17,embedding,4096,0.8944989082677818
disjoint_pools_equal_k,transformer,a,16,property-a-transformer-tasks16-seed17,b,16,property-b-transformer-tasks16-seed17,block_01,4096,0.7068190165715457
disjoint_pools_equal_k,transformer,a,16,property-a-transformer-tasks16-seed17,b,16,property-b-transformer-tasks16-seed17,block_02,4096,0.6531920583917361
disjoint_pools_equal_k,transformer,a,16,property-a-transformer-tasks16-seed17,b,16,property-b-transformer-tasks16-seed17,block_03,4096,0.586894362315738
disjoint_pools_equal_k,transformer,a,16,property-a-transformer-tasks16-seed17,b,16,property-b-transformer-tasks16-seed17,block_04,4096,0.507813128613729
disjoint_pools_equal_k,transformer,a,16,property-a-transformer-tasks16-seed17,b,16,property-b-transformer-tasks16-seed17,final_norm,4096,0.5772901488129262
within_pool_k16_alignment,transformer,a,1,property-a-transformer-tasks01-seed17,a,16,property-a-transformer-tasks16-seed17,embedding,4096,0.8683365112039834
within_pool_k16_alignment,transformer,a,1,property-a-transformer-tasks01-seed17,a,16,property-a-transformer-tasks16-seed17,block_01,4096,0.5959057417210604
within_pool_k16_alignment,transformer,a,1,property-a-transformer-tasks01-seed17,a,16,property-a-transformer-tasks16-seed17,block_02,4096,0.446469401820578
within_pool_k16_alignment,transformer,a,1,property-a-transformer-tasks01-seed17,a,16,property-a-transformer-tasks16-seed17,block_03,4096,0.29001644619828937
within_pool_k16_alignment,transformer,a,1,property-a-transformer-tasks01-seed17,a,16,property-a-transformer-tasks16-seed17,block_04,4096,0.23377886035067755
within_pool_k16_alignment,transformer,a,1,property-a-transformer-tasks01-seed17,a,16,property-a-transformer-tasks16-seed17,final_norm,4096,0.20186342871207566
within_pool_k16_alignment,transformer,a,2,property-a-transformer-tasks02-seed17,a,16,property-a-transformer-tasks16-seed17,embedding,4096,0.8913841515499431
within_pool_k16_alignment,transformer,a,2,property-a-transformer-tasks02-seed17,a,16,property-a-transformer-tasks16-seed17,block_01,4096,0.4859850550996768
within_pool_k16_alignment,transformer,a,2,property-a-transformer-tasks02-seed17,a,16,property-a-transformer-tasks16-seed17,block_02,4096,0.4103163448189419
within_pool_k16_alignment,transformer,a,2,property-a-transformer-tasks02-seed17,a,16,property-a-transformer-tasks16-seed17,block_03,4096,0.11517254314795324
within_pool_k16_alignment,transformer,a,2,property-a-transformer-tasks02-seed17,a,16,property-a-transformer-tasks16-seed17,block_04,4096,0.10137890743335452
within_pool_k16_alignment,transformer,a,2,property-a-transformer-tasks02-seed17,a,16,property-a-transformer-tasks16-seed17,final_norm,4096,0.1696307540965782
within_pool_k16_alignment,transformer,a,4,property-a-transformer-tasks04-seed17,a,16,property-a-transformer-tasks16-seed17,embedding,4096,0.8228534592960435
within_pool_k16_alignment,transformer,a,4,property-a-transformer-tasks04-seed17,a,16,property-a-transformer-tasks16-seed17,block_01,4096,0.4563746644470613
within_pool_k16_alignment,transformer,a,4,property-a-transformer-tasks04-seed17,a,16,property-a-transformer-tasks16-seed17,block_02,4096,0.44861186105889694
within_pool_k16_alignment,transformer,a,4,property-a-transformer-tasks04-seed17,a,16,property-a-transformer-tasks16-seed17,block_03,4096,0.48821287592856333
within_pool_k16_alignment,transformer,a,4,property-a-transformer-tasks04-seed17,a,16,property-a-transformer-tasks16-seed17,block_04,4096,0.4768486676866644
within_pool_k16_alignment,transformer,a,4,property-a-transformer-tasks04-seed17,a,16,property-a-transformer-tasks16-seed17,final_norm,4096,0.5699549759779103
within_pool_k16_alignment,transformer,a,8,property-a-transformer-tasks08-seed17,a,16,property-a-transformer-tasks16-seed17,embedding,4096,0.9011245912877323
within_pool_k16_alignment,transformer,a,8,property-a-transformer-tasks08-seed17,a,16,property-a-transformer-tasks16-seed17,block_01,4096,0.38752243739914255
within_pool_k16_alignment,transformer,a,8,property-a-transformer-tasks08-seed17,a,16,property-a-transformer-tasks16-seed17,block_02,4096,0.41226510994452925
within_pool_k16_alignment,transformer,a,8,property-a-transformer-tasks08-seed17,a,16,property-a-transformer-tasks16-seed17,block_03,4096,0.34044855681835423
within_pool_k16_alignment,transformer,a,8,property-a-transformer-tasks08-seed17,a,16,property-a-transformer-tasks16-seed17,block_04,4096,0.26795200605741915
within_pool_k16_alignment,transformer,a,8,property-a-transformer-tasks08-seed17,a,16,property-a-transformer-tasks16-seed17,final_norm,4096,0.5054436636624623
within_pool_k16_alignment,transformer,b,1,property-b-transformer-tasks01-seed17,b,16,property-b-transformer-tasks16-seed17,embedding,4096,0.8021601429542177
within_pool_k16_alignment,transformer,b,1,property-b-transformer-tasks01-seed17,b,16,property-b-transformer-tasks16-seed17,block_01,4096,0.08433538342503903
within_pool_k16_alignment,transformer,b,1,property-b-transformer-tasks01-seed17,b,16,property-b-transformer-tasks16-seed17,block_02,4096,0.049417382578736284
within_pool_k16_alignment,transformer,b,1,property-b-transformer-tasks01-seed17,b,16,property-b-transformer-tasks16-seed17,block_03,4096,0.022256036502923845
within_pool_k16_alignment,transformer,b,1,property-b-transformer-tasks01-seed17,b,16,property-b-transformer-tasks16-seed17,block_04,4096,0.016850350537120792
within_pool_k16_alignment,transformer,b,1,property-b-transformer-tasks01-seed17,b,16,property-b-transformer-tasks16-seed17,final_norm,4096,0.01492291438707745
within_pool_k16_alignment,transformer,b,2,property-b-transformer-tasks02-seed17,b,16,property-b-transformer-tasks16-seed17,embedding,4096,0.8081576726661451
within_pool_k16_alignment,transformer,b,2,property-b-transformer-tasks02-seed17,b,16,property-b-transformer-tasks16-seed17,block_01,4096,0.11062521947501276
within_pool_k16_alignment,transformer,b,2,property-b-transformer-tasks02-seed17,b,16,property-b-transformer-tasks16-seed17,block_02,4096,0.12568214463554825
within_pool_k16_alignment,transformer,b,2,property-b-transformer-tasks02-seed17,b,16,property-b-transformer-tasks16-seed17,block_03,4096,0.1207916515995502
within_pool_k16_alignment,transformer,b,2,property-b-transformer-tasks02-seed17,b,16,property-b-transformer-tasks16-seed17,block_04,4096,0.13256582021108185
within_pool_k16_alignment,transformer,b,2,property-b-transformer-tasks02-seed17,b,16,property-b-transformer-tasks16-seed17,final_norm,4096,0.13071914912510818
within_pool_k16_alignment,transformer,b,4,property-b-transformer-tasks04-seed17,b,16,property-b-transformer-tasks16-seed17,embedding,4096,0.8329008855787813
within_pool_k16_alignment,transformer,b,4,property-b-transformer-tasks04-seed17,b,16,property-b-transformer-tasks16-seed17,block_01,4096,0.33686292437575704
within_pool_k16_alignment,transformer,b,4,property-b-transformer-tasks04-seed17,b,16,property-b-transformer-tasks16-seed17,block_02,4096,0.43277531841136646
within_pool_k16_alignment,transformer,b,4,property-b-transformer-tasks04-seed17,b,16,property-b-transformer-tasks16-seed17,block_03,4096,0.4885488121542232
within_pool_k16_alignment,transformer,b,4,property-b-transformer-tasks04-seed17,b,16,property-b-transformer-tasks16-seed17,block_04,4096,0.5356017880466091
within_pool_k16_alignment,transformer,b,4,property-b-transformer-tasks04-seed17,b,16,property-b-transformer-tasks16-seed17,final_norm,4096,0.5499657707689727
within_pool_k16_alignment,transformer,b,8,property-b-transformer-tasks08-seed17,b,16,property-b-transformer-tasks16-seed17,embedding,4096,0.8452223411604148
within_pool_k16_alignment,transformer,b,8,property-b-transformer-tasks08-seed17,b,16,property-b-transformer-tasks16-seed17,block_01,4096,0.4819141172207788
within_pool_k16_alignment,transformer,b,8,property-b-transformer-tasks08-seed17,b,16,property-b-transformer-tasks16-seed17,block_02,4096,0.5418229700937155
within_pool_k16_alignment,transformer,b,8,property-b-transformer-tasks08-seed17,b,16,property-b-transformer-tasks16-seed17,block_03,4096,0.5961047161057877
within_pool_k16_alignment,transformer,b,8,property-b-transformer-tasks08-seed17,b,16,property-b-transformer-tasks16-seed17,block_04,4096,0.5956200961975775
within_pool_k16_alignment,transformer,b,8,property-b-transformer-tasks08-seed17,b,16,property-b-transformer-tasks16-seed17,final_norm,4096,0.6298519756295847
random_cross_seed,transformer,random,0,random-transformer-seed17,random,0,random-transformer-seed42,embedding,4096,0.890711421264754
random_cross_seed,transformer,random,0,random-transformer-seed17,random,0,random-transformer-seed42,block_01,4096,0.8928308263471024
random_cross_seed,transformer,random,0,random-transformer-seed17,random,0,random-transformer-seed42,block_02,4096,0.9047736504334951
random_cross_seed,transformer,random,0,random-transformer-seed17,random,0,random-transformer-seed42,block_03,4096,0.9022382209991915
random_cross_seed,transformer,random,0,random-transformer-seed17,random,0,random-transformer-seed42,block_04,4096,0.8917387308470548
random_cross_seed,transformer,random,0,random-transformer-seed17,random,0,random-transformer-seed42,final_norm,4096,0.8850689663595961
